gene,log fold change,p-value,adjusted p-value,cluster
SIGIRR,0.64091194,1.607327584633153e-06,1.4879956881982675e-05,Fib5
ACAT1,0.24897884,1.6114114673030696e-06,1.490872814237092e-05,Fib5
MMP14,0.2034953,1.615091995665274e-06,1.4933735008345678e-05,Fib5
PSMC6,0.2792019,1.6443250831835513e-06,1.5194837051197064e-05,Fib5
NARS,0.29855317,1.6473064608250616e-06,1.5213183911186708e-05,Fib5
ADA,0.8109641,1.6584299694007265e-06,1.5306657270450813e-05,Fib5
TMEM160,0.42902687,1.6665334712699734e-06,1.5372161095198577e-05,Fib5
C1orf43,0.16325834,1.7206856759743311e-06,1.5852517310318402e-05,Fib5
HIKESHI,0.24978001,1.729062658732987e-06,1.592009168905749e-05,Fib5
C1orf54,1.0518359,1.730144404332983e-06,1.5920455286859225e-05,Fib5
QARS,0.16606644,1.7484893990923828e-06,1.6076368927384742e-05,Fib5
SPTSSA,0.5521403,1.7491931363216656e-06,1.6076368927384742e-05,Fib5
CD164,0.12295048,1.7521241093164782e-06,1.6083951784741107e-05,Fib5
NKTR,0.424191,1.7699491402658213e-06,1.623782169222848e-05,Fib5
FAM92A,0.45799825,1.7713671252905157e-06,1.6241076133741075e-05,Fib5
NTPCR,0.40712437,1.8006032292289201e-06,1.6499228750133028e-05,Fib5
CCT5,0.17134964,1.807608152870565e-06,1.6553485932312877e-05,Fib5
IL34,1.1617479,1.8291018157231886e-06,1.67402817466577e-05,Fib5
C1orf21,0.21261215,1.8640768352715058e-06,1.7050163867528295e-05,Fib5
HPF1,0.32378367,1.998569584574557e-06,1.826938982907023e-05,Fib5
ETFA,0.28964427,2.0160072422435047e-06,1.8417769512721014e-05,Fib5
RNASE4,0.14206874,2.026658614758026e-06,1.8492957192609823e-05,Fib5
DDRGK1,0.3942058,2.051644309031498e-06,1.870977123609321e-05,Fib5
NQO2,0.25867754,2.1026937473132375e-06,1.91638705192182e-05,Fib5
CLPTM1,0.5703576,2.1128425417043557e-06,1.9244883616299363e-05,Fib5
SON,0.11507903,2.1458040495436834e-06,1.953143658315161e-05,Fib5
TSEN34,0.40932608,2.1468597069140132e-06,1.953143658315161e-05,Fib5
AHSA1,0.2911311,2.1537873731727175e-06,1.9582798884055513e-05,Fib5
BRIX1,0.49807253,2.1856098265620095e-06,1.98603153484442e-05,Fib5
BCAS2,0.40533352,2.1962521216056158e-06,1.994515526606765e-05,Fib5
ENG,0.32159463,2.223163057814021e-06,2.017754944035007e-05,Fib5
C1orf35,0.7543197,2.295424313852523e-06,2.0821025174642094e-05,Fib5
SSR3,0.15881054,2.3744010801825324e-06,2.1524615133405448e-05,Fib5
ITGB1,0.11674724,2.3764669594687854e-06,2.1530565128046084e-05,Fib5
HADHA,0.07843262,2.407210315447614e-06,2.1796169275911264e-05,Fib5
KIF5B,0.16341251,2.419152555993996e-06,2.189132422559733e-05,Fib5
MRPL23,0.27133888,2.425889124671952e-06,2.1939287376769728e-05,Fib5
STX12,0.38623443,2.4547122891221608e-06,2.218682261321953e-05,Fib5
WDR33,0.47980928,2.4879511017006437e-06,2.2473952145758328e-05,Fib5
TAX1BP1,0.17424281,2.503911547457216e-06,2.260475702565542e-05,Fib5
SEPT1,0.7489034,2.5076838174793467e-06,2.2625440231539883e-05,Fib5
EIF2S2,0.13786173,2.514113651896437e-06,2.267006259310394e-05,Fib5
BRMS1,0.7881641,2.5252675898841095e-06,2.2753372665674247e-05,Fib5
RBBP7,0.14755449,2.5427356323271723e-06,2.288761743299797e-05,Fib5
DDX21,0.30322683,2.5680055392743346e-06,2.3101463258195207e-05,Fib5
HINT2,0.36260912,2.631811268573828e-06,2.3661516849596954e-05,Fib5
SFN,1.2148072,2.6450360453798154e-06,2.3766426819515694e-05,Fib5
NDUFB1,0.15157895,2.7461779070879356e-06,2.4646220640874394e-05,Fib5
STX5,0.37243432,2.7967247058146936e-06,2.507040485992925e-05,Fib5
GTF3C6,0.28727052,2.8167454739784312e-06,2.5235065756610285e-05,Fib5
MMADHC,0.27377486,2.8460165256590336e-06,2.5482357813271828e-05,Fib5
ARFRP1,0.74149776,2.8563246414441193e-06,2.555967129353188e-05,Fib5
LSM3,0.122636504,2.88385633675341e-06,2.5784463170600183e-05,Fib5
YTHDF2,0.31537977,2.8848214440953003e-06,2.5784463170600183e-05,Fib5
CBY1,0.36365062,2.914842638336726e-06,2.6037556316136544e-05,Fib5
NSRP1,0.28271356,2.946614826028028e-06,2.630598566193929e-05,Fib5
RTN3,0.14069428,2.9594685729358767e-06,2.6405305170324485e-05,Fib5
BCLAF1,0.21691361,2.966129517656829e-06,2.6449286854762437e-05,Fib5
WDR45B,0.42527053,2.9729721733583643e-06,2.649483660913011e-05,Fib5
HNRNPR,0.18319362,3.020914214921897e-06,2.6906393371971996e-05,Fib5
IFT22,0.40182546,3.0457886220587796e-06,2.711213356756868e-05,Fib5
MFF,0.23324287,3.0632948850986e-06,2.725208466504433e-05,Fib5
FNIP1,0.6222864,3.1358967501085013e-06,2.788173623859567e-05,Fib5
PPP1CA,0.26483428,3.240238029192123e-06,2.8792691038923605e-05,Fib5
CCDC25,0.28423488,3.482120525065448e-06,3.092406454672949e-05,Fib5
NGFR,1.3140244,3.6338034112935503e-06,3.223365104965678e-05,Fib5
ZNF593,0.623111,3.6535824632709634e-06,3.239029142569006e-05,Fib5
VWA5A,0.38634577,3.676220074427204e-06,3.257207751558906e-05,Fib5
ETF1,0.37082356,3.707681163511642e-06,3.2831785375443666e-05,Fib5
WDR46,0.54420125,3.7189556193375476e-06,3.291254176441543e-05,Fib5
RNF187,0.11981841,3.7277935512682766e-06,3.2971654021785134e-05,Fib5
UACA,0.30005413,3.744551086522277e-06,3.310070477235404e-05,Fib5
FASTK,0.55911016,3.7614463471921386e-06,3.3230822992110996e-05,Fib5
MPC2,0.18217693,3.871375611623909e-06,3.4182232640205323e-05,Fib5
ITPA,0.4648975,3.874718043843297e-06,3.419198042732892e-05,Fib5
KCTD12,0.15766105,4.050445678587716e-06,3.572203102796037e-05,Fib5
MRPL14,0.29044685,4.179804859324667e-06,3.684161524880802e-05,Fib5
POLR2I,0.14163463,4.246453076355205e-06,3.74074802429791e-05,Fib5
TMEM9,0.19725202,4.259499820934947e-06,3.750078372609874e-05,Fib5
U2SURP,0.26567167,4.344259029909619e-06,3.8224975047159805e-05,Fib5
HOXA10,0.3425171,4.366777150503717e-06,3.8400990773715754e-05,Fib5
NMD3,0.5389203,4.382695847316565e-06,3.8518802685708014e-05,Fib5
SS18L2,0.5504688,4.46022520910656e-06,3.915513797074868e-05,Fib5
HSPA9,0.19082384,4.489680732788049e-06,3.9385219435907734e-05,Fib5
SFT2D1,0.35614297,4.491590982477988e-06,3.9385219435907734e-05,Fib5
PDIA4,0.23305845,4.555886603545602e-06,3.9926085983453285e-05,Fib5
BTF3L4,0.2579035,4.582477947990734e-06,4.013609555937985e-05,Fib5
NDUFS6,0.09330746,4.592162703667861e-06,4.019787123124732e-05,Fib5
AKAP9,0.19446568,4.601612690657208e-06,4.025752225073817e-05,Fib5
DNAJC8,0.091272414,4.649608357773829e-06,4.065413146250443e-05,Fib5
RBM42,0.26908213,4.730984166799846e-06,4.134198120587394e-05,Fib5
MAGEF1,0.3759793,4.7642864073269e-06,4.160919089303511e-05,Fib5
VCP,0.105471835,4.869555395467808e-06,4.2504262094726156e-05,Fib5
DYNC1LI2,0.31199443,4.939805577076062e-06,4.3092821353419096e-05,Fib5
GLO1,0.15125865,4.977872699166873e-06,4.340011728297601e-05,Fib5
CLK4,1.014281,5.008645757483146e-06,4.3643504817772425e-05,Fib5
HTATSF1,0.26052174,5.064653770411715e-06,4.41063776186083e-05,Fib5
SMIM15,0.38338017,5.0940649298982795e-06,4.43372317972628e-05,Fib5
HNRNPA1P48,0.488413,5.132333977332665e-06,4.46448755716153e-05,Fib5
JAGN1,0.3645689,5.149340171676355e-06,4.476731424152324e-05,Fib5
NUDCD2,0.34810537,5.166720045252256e-06,4.48928604614495e-05,Fib5
FAS,0.6604929,5.250693737318535e-06,4.55965587478912e-05,Fib5
AIG1,0.46805176,5.265578473904979e-06,4.569983590278327e-05,Fib5
NOP56,0.24744679,5.318980031824088e-06,4.6137092553158966e-05,Fib5
CCDC12,0.3877491,5.335570289415233e-06,4.6254731084459526e-05,Fib5
PXDC1,0.23290353,5.498467469013614e-06,4.763986987474927e-05,Fib5
POLR2K,0.17888685,5.513475757472071e-06,4.774282437380152e-05,Fib5
FBLN2,0.2383397,5.530741112373555e-06,4.786519574589579e-05,Fib5
CAVIN1,0.2292105,5.5479060882992795e-06,4.798656030508012e-05,Fib5
FAM228B,0.5326123,5.623931808014642e-06,4.861661480895509e-05,Fib5
MRPS35,0.4421239,5.814643340250129e-06,5.020840984868328e-05,Fib5
HLA-DRA,0.5852084,5.828442927158416e-06,5.0299133170816274e-05,Fib5
SRRM2,0.1165326,5.834626044561987e-06,5.032406145154396e-05,Fib5
TAF12,0.355211,5.859341206012891e-06,5.0508711581177714e-05,Fib5
RPAIN,0.47309357,5.884840592367737e-06,5.067133035423741e-05,Fib5
PHF14,0.35958457,5.894102765255375e-06,5.072248999395823e-05,Fib5
ZCRB1,0.11641129,5.9163889389092205e-06,5.0885608694728795e-05,Fib5
DIO3OS,0.6767086,5.973845563364047e-06,5.133478833610869e-05,Fib5
ECI2,0.25559226,5.9753357552603114e-06,5.133478833610869e-05,Fib5
PCMTD1,0.35675046,6.034988676273227e-06,5.179733165512888e-05,Fib5
TM2D3,0.3625169,6.035957469468374e-06,5.179733165512888e-05,Fib5
CHMP2B,0.22183111,6.061032824374528e-06,5.198331072000052e-05,Fib5
MRPS7,0.3520085,6.077860413886715e-06,5.2098382616228714e-05,Fib5
CRBN,0.32936895,6.16729903480063e-06,5.2835385729994174e-05,Fib5
PIGT,0.097448446,6.193952673404148e-06,5.3033983792740115e-05,Fib5
KLHDC2,0.2389192,6.215287071666458e-06,5.318684034717375e-05,Fib5
RPS24,0.20358385,6.232758055366762e-06,5.330648336826836e-05,Fib5
PSMD12,0.4894691,6.257505503743967e-06,5.3488190581806996e-05,Fib5
SMIM7,0.15087233,6.434199678502062e-06,5.496778528474217e-05,Fib5
ARMCX3,0.2625849,6.54090288314516e-06,5.584812271662511e-05,Fib5
MRPL13,0.41002405,6.58066561573445e-06,5.6156238704102636e-05,Fib5
MRPL54,0.34985617,6.625480715881751e-06,5.6507101024619625e-05,Fib5
NPDC1,0.49122268,6.685097511954515e-06,5.698374134771497e-05,Fib5
PHIP,0.25751168,6.755322032682518e-06,5.7550219770900984e-05,Fib5
RASL12,0.85666776,6.838994333146517e-06,5.823056769164607e-05,Fib5
SQOR,0.25771415,7.061475427553229e-06,6.00913856021591e-05,Fib5
REEP5,0.10827697,7.156093256684091e-06,6.086265283733268e-05,Fib5
NIFK,0.30141136,7.186869785302924e-06,6.10903928606022e-05,Fib5
RBPMS,0.35491788,7.21725923079748e-06,6.13145910736549e-05,Fib5
KDM6B,1.4079282,7.257576265904123e-06,6.162283349732379e-05,Fib5
SERINC1,0.11918349,7.392376426199378e-06,6.27325277278864e-05,Fib5
GNL3,0.35451916,7.41036577449698e-06,6.285027051940109e-05,Fib5
IMP4,0.41202646,7.42083283558772e-06,6.290411851476272e-05,Fib5
CTSD,0.064517096,7.427491910408627e-06,6.29256455526854e-05,Fib5
LDLR,1.4523567,7.63832964023654e-06,6.467598960898733e-05,Fib5
TOMM20,0.11554214,7.88647640166455e-06,6.674012578139944e-05,Fib5
CP,0.15253414,7.950645849953044e-06,6.724591105095943e-05,Fib5
YIPF3,0.1424866,8.04155541908306e-06,6.797717710375968e-05,Fib5
DNAJC4,0.45217234,8.074928463649036e-06,6.822153334194637e-05,Fib5
PSMD7,0.14966981,8.159243816947009e-06,6.889577075946134e-05,Fib5
SEMA4A,2.3610473,8.289208896936409e-06,6.992624675145443e-05,Fib5
ELF2,0.3972682,8.290437503560325e-06,6.992624675145443e-05,Fib5
FEZ2,0.32164672,8.34329208061333e-06,7.033321552503786e-05,Fib5
TSNAX,0.47401333,8.36852970518477e-06,7.050705529326936e-05,Fib5
CFAP20,0.42953873,8.576650177518453e-06,7.222068989062534e-05,Fib5
METAP2,0.20340803,8.587878123724894e-06,7.227539302473706e-05,Fib5
NDUFA8,0.34646454,8.620167931799904e-06,7.250719447039842e-05,Fib5
THUMPD3-AS1,0.7245031,8.667275900407078e-06,7.286331281162252e-05,Fib5
EMD,0.5052593,8.74599348612549e-06,7.348462623793556e-05,Fib5
EMC3,0.22208637,8.835953493998415e-06,7.415889539605812e-05,Fib5
COX14,0.2563858,8.857644160779525e-06,7.430011782312314e-05,Fib5
PHLDA2,1.4514972,8.973517023601183e-06,7.523077526646986e-05,Fib5
H2AFX,1.299693,9.188957469342662e-06,7.695210245583522e-05,Fib5
MGST3,0.20366442,9.193950047914845e-06,7.695210245583522e-05,Fib5
CMBL,0.3134558,9.209653476281423e-06,7.70413235762315e-05,Fib5
TIMM10,0.3609365,9.339147666426038e-06,7.808181751760138e-05,Fib5
THYN1,0.2981831,9.42324292104911e-06,7.874181379596562e-05,Fib5
SERPINB6,0.23182951,9.499693067693224e-06,7.93372398080995e-05,Fib5
POLR2C,0.31440657,9.623414546574176e-06,8.032658863328991e-05,Fib5
IP6K2,0.2929119,1.0463166035928367e-05,8.724064475917347e-05,Fib5
SGCA,0.4732627,1.0537921919584789e-05,8.781601599653991e-05,Fib5
RABGGTB,0.70775133,1.0644167811232158e-05,8.865303343324494e-05,Fib5
UBE2V2,0.34467217,1.0651048238154545e-05,8.866199555194042e-05,Fib5
SNRPF,0.12176728,1.0763828417807705e-05,8.955200385730538e-05,Fib5
TOPORS,0.5431571,1.08613263836332e-05,9.03139687044078e-05,Fib5
STX4,0.2373524,1.1081642606539815e-05,9.209580566642854e-05,Fib5
AK6,0.3784797,1.1095172685900513e-05,9.215810917734113e-05,Fib5
COMMD3,0.20729801,1.1185008806027543e-05,9.285380951742973e-05,Fib5
FBXO17,0.3332401,1.1221010559037255e-05,9.310208380732975e-05,Fib5
SCCPDH,0.44073883,1.1447485651327571e-05,9.492961092509698e-05,Fib5
PFDN6,0.8861008,1.149130996692426e-05,9.524132378989043e-05,Fib5
MRPL9,0.35283285,1.1524885689440056e-05,9.546780309446684e-05,Fib5
DLC1,0.22411102,1.1642154789834653e-05,9.63869454822354e-05,Fib5
CD320,0.6501957,1.1718983714888336e-05,9.697046383798448e-05,Fib5
FGD5-AS1,0.1946121,1.1767700881008393e-05,9.732086137379709e-05,Fib5
ATF1,0.51027924,1.1869964089927185e-05,9.811347482339706e-05,Fib5
SRSF10,0.29231316,1.1983750774505067e-05,9.900042892404809e-05,Fib5
TAF15,0.6453393,1.2314346595159195e-05,0.00010167656445462525,Fib5
SLFN11,0.7199188,1.2421959541425413e-05,0.00010245433693049309,Fib5
ARL13B,0.69532496,1.2482704977816924e-05,0.00010289979413715785,Fib5
YIPF2,0.47182807,1.2666855987770506e-05,0.00010436150227248894,Fib5
ALKBH2,0.7397298,1.2857800536844782e-05,0.00010587757584922051,Fib5
LMAN1,0.12831378,1.2931930065116772e-05,0.00010643062055207904,Fib5
DDR2,0.1353148,1.3031690660517907e-05,0.00010719390136748037,Fib5
ALDH16A1,0.5883493,1.3159681422227418e-05,0.00010818844656863499,Fib5
FAM204A,0.16592224,1.3239617807412357e-05,0.00010878706939657006,Fib5
PSENEN,0.24658296,1.3740129414716713e-05,0.000112838966026773,Fib5
COX8A,0.09582171,1.3877396431258795e-05,0.000113905013695582,Fib5
TWISTNB,0.46218026,1.3954459801131726e-05,0.00011447603300874711,Fib5
NFKB2,1.0128891,1.3968836788950656e-05,0.00011453246481547035,Fib5
ISG15,0.2969217,1.4256314749675623e-05,0.00011682682821957895,Fib5
OSR1,0.532503,1.4322294017021007e-05,0.0001173045796836439,Fib5
ARL3,0.14707579,1.448364198877255e-05,0.00011849899913149476,Fib5
DHRS12,0.8591679,1.4493968034056752e-05,0.00011852000092088698,Fib5
ARMCX6,0.9964136,1.4703320362752885e-05,0.00012016758616428588,Fib5
IDH3B,0.24698839,1.490327989241159e-05,0.00012171273172671338,Fib5
CHCHD5,0.43718868,1.4908315617720505e-05,0.00012171273172671338,Fib5
TMED3,0.10145255,1.4931853453009874e-05,0.0001218397764394903,Fib5
TIMM17A,0.46550113,1.5151550256579043e-05,0.00012343705676866434,Fib5
CKLF,0.5229214,1.515184821219284e-05,0.00012343705676866434,Fib5
UBE2J2,0.5129174,1.5348364819391628e-05,0.00012497136066962,Fib5
LSM6,0.3886648,1.539816228757135e-05,0.00012525643233617304,Fib5
MTHFR,1.002587,1.5399776099989064e-05,0.00012525643233617304,Fib5
HMOX2,0.41684625,1.545039025424015e-05,0.00012560122998058452,Fib5
VPS51,0.2215864,1.5572165468860608e-05,0.00012652384443449243,Fib5
EPC1,0.41983283,1.572914480998338e-05,0.0001277313593686848,Fib5
SLC25A26,0.60681784,1.5753968140639027e-05,0.00012786496458462335,Fib5
INTS11,0.57385665,1.585093942866312e-05,0.0001285836961087781,Fib5
M6PR,0.5654792,1.6001491362262976e-05,0.00012973608309902704,Fib5
WDFY2,0.6151757,1.619589749795626e-05,0.00013124261765585246,Fib5
MINOS1,0.09508217,1.6872590566413152e-05,0.00013665366961927939,Fib5
NAPRT,0.705628,1.7174564874233108e-05,0.00013902569075458968,Fib5
ARPC2,0.14095768,1.754799422163825e-05,0.00014195451314517773,Fib5
CCPG1,0.16903085,1.755496401513851e-05,0.00014195451314517773,Fib5
TOMM40,0.7551897,1.7578120361319805e-05,0.00014206655477204234,Fib5
ATG101,0.5773219,1.7676960575884823e-05,0.00014278983225628805,Fib5
AKAP12,0.1542247,1.807846487459073e-05,0.00014595589374174068,Fib5
PMM1,0.49653575,1.836006698456328e-05,0.00014815109518711257,Fib5
C21orf2,0.52511317,1.843182096703304e-05,0.00014865156561321525,Fib5
PRAF2,0.6738595,1.8704271155724985e-05,0.00015076925694126604,Fib5
CBLB,0.74567217,1.932724421789176e-05,0.00015570867902336318,Fib5
ST3GAL5,0.53756046,1.9435934381177573e-05,0.00015650179107669343,Fib5
SPRY2,0.66137683,1.948301839337589e-05,0.00015679826446723746,Fib5
PHF20,0.4091656,1.9970076748239678e-05,0.00016063345041040605,Fib5
NXF1,0.63639414,2.0087273188161677e-05,0.0001614911041837735,Fib5
TMEM134,0.66472465,2.0506780226708243e-05,0.0001647769952461696,Fib5
ARL1,0.092982255,2.055905416267781e-05,0.00016511017472918167,Fib5
LSM5,0.17985037,2.0694237470431464e-05,0.0001661085009778458,Fib5
MRPL45,0.5193279,2.073457555126206e-05,0.0001663448747613067,Fib5
ASMTL,1.2805587,2.081574523641249e-05,0.0001669084034048298,Fib5
FMC1,1.0041281,2.1190166898174194e-05,0.00016982151068709907,Fib5
LSM1,0.32252455,2.1205484276880375e-05,0.0001698551506708693,Fib5
EIF3A,0.18264528,2.1280444835066463e-05,0.0001703662446832496,Fib5
MTPN,0.4614674,2.1496238042355442e-05,0.00017200368575012015,Fib5
TMF1,0.38347685,2.1573428200819676e-05,0.00017253095066362332,Fib5
ATP2B1-AS1,1.2721545,2.1667843015113982e-05,0.00017319534382829205,Fib5
MT1F,1.1417744,2.199980782677729e-05,0.0001757568329257443,Fib5
RUNX1T1,0.13244085,2.2246009108819673e-05,0.00017763083593163646,Fib5
PGF,0.6452902,2.2483980176210333e-05,0.00017943719811474025,Fib5
TXLNG,0.81838757,2.2535459082557637e-05,0.00017975411879168036,Fib5
H1F0,0.16413707,2.271852863955377e-05,0.00018111979382525253,Fib5
SLBP,0.37676075,2.27422792984784e-05,0.00018121456248526736,Fib5
SPAG16,0.55210304,2.2845521103645934e-05,0.00018194230180301963,Fib5
ZNF703,0.4881961,2.2970383880022996e-05,0.0001827461530038288,Fib5
HMCES,0.7633539,2.304016403438117e-05,0.00018320588528119333,Fib5
DSTN,0.2340147,2.3267000360676603e-05,0.00018491333533264052,Fib5
SUCLA2,0.45506167,2.368758657404573e-05,0.00018815802647870438,Fib5
HDAC2,0.20932779,2.3837842864745547e-05,0.00018925314436537847,Fib5
SNUPN,0.49137002,2.454206780550156e-05,0.0001946417890597281,Fib5
RARA,0.7464349,2.482034588969412e-05,0.0001966445972329241,Fib5
DCLK1,0.14699486,2.489753448168507e-05,0.0001971538824301397,Fib5
STX10,0.39430657,2.491491342055051e-05,0.00019718927590617048,Fib5
PDCD4,0.78874546,2.523270079906267e-05,0.00019960098638305656,Fib5
TOB2,0.23752189,2.5295327667646096e-05,0.00019999282097478993,Fib5
CDK5RAP3,0.30157894,2.54682944639772e-05,0.00020125618103323937,Fib5
DCP1A,0.5359318,2.5835680568536235e-05,0.00020405378525563135,Fib5
COPS9,0.08133825,2.585013016218639e-05,0.0002040623970167427,Fib5
KHDRBS1,0.0918856,2.6368309637095883e-05,0.00020793801223884336,Fib5
VPS4A,0.29168293,2.6422480480874524e-05,0.00020825768284074217,Fib5
ZFAND6,0.31260994,2.648419361455924e-05,0.00020863644015595275,Fib5
TAF9,0.34859663,2.681046425265865e-05,0.00021098909915474544,Fib5
PALLD,0.081537664,2.7231879188368857e-05,0.00021419513625248933,Fib5
STX8,0.2188636,2.7561369132892214e-05,0.0002166751999510698,Fib5
MRPL28,0.4402583,2.7659763863549925e-05,0.00021733687912331537,Fib5
LTBR,0.20461556,2.807267843370742e-05,0.00022046795016703383,Fib5
PPHLN1,0.38858584,2.8111830764849802e-05,0.00022066198095225116,Fib5
DAP3,0.22150008,2.8249632598656103e-05,0.00022162975754723776,Fib5
NOP10,0.10368797,2.8325935844840604e-05,0.00022211430699688924,Fib5
LAMA4,0.09703766,2.836001147468215e-05,0.00022226740650373001,Fib5
STAU1,0.13796471,2.852099793502508e-05,0.00022341448382436315,Fib5
GPN3,0.74401516,2.8751494103165802e-05,0.00022510459888562667,Fib5
MRPL3,0.23533963,2.878386061599848e-05,0.0002252425568183283,Fib5
VSIR,0.20496435,2.922616172006866e-05,0.00022858659512240082,Fib5
MRPL51,0.10102352,2.943673512123415e-05,0.00023011572619081454,Fib5
RBMX2,0.43080845,2.955414461046374e-05,0.00023091537540912205,Fib5
TGFB1I1,0.10923531,2.999845416676314e-05,0.00023426706922152705,Fib5
IK,0.11410351,3.0055974133233245e-05,0.00023459632339557375,Fib5
PPARG,1.472917,3.0319669592855042e-05,0.0002365336838768441,Fib5
TRAPPC4,0.3566145,3.069535923534607e-05,0.0002392512846254959,Fib5
ADAMTS4,1.8161113,3.069934650513728e-05,0.0002392512846254959,Fib5
NEU1,0.35286805,3.276318255994327e-05,0.00025494529475452544,Fib5
PXK,0.29570097,3.306295582380903e-05,0.0002571469705746858,Fib5
C1RL,0.36858153,3.4283661281456084e-05,0.00026636974876614536,Fib5
MAPK3,0.42147008,3.443096818326852e-05,0.0002673782608029622,Fib5
ECSIT,0.6772762,3.5393139146617634e-05,0.00027471046771574407,Fib5
DHX29,0.3591632,3.547762370891763e-05,0.00027522635965145597,Fib5
CD47,0.08846601,3.617815703867056e-05,0.0002803761282423606,Fib5
AHCY,0.24033825,3.658694779503061e-05,0.0002834004196597832,Fib5
CKS2,1.4132485,3.6659283774140765e-05,0.00028381680671566155,Fib5
MORF4L2,0.086134,3.673556145188702e-05,0.00028426327313960196,Fib5
PEF1,0.37339464,3.698026928269811e-05,0.0002860119560978297,Fib5
SNHG15,0.7560522,3.760773054877902e-05,0.00029071765391325884,Fib5
LSM8,0.3052872,3.794360966104887e-05,0.00029316572461938366,Fib5
RAB5A,0.28210902,3.837768173745908e-05,0.0002963696099796196,Fib5
SLC27A3,0.5700611,3.881366955519627e-05,0.00029958504419182565,Fib5
CAMTA1,0.21897861,3.893732227987227e-05,0.00030038767566921664,Fib5
LINC00623,1.628751,3.9513230493457734e-05,0.00030467672679836794,Fib5
SAFB,0.598267,3.9545626204119376e-05,0.00030477267420177777,Fib5
PNPLA8,0.4891797,3.969333281269905e-05,0.0003057567618325658,Fib5
IRF3,0.63641167,3.9928356131458295e-05,0.0003072572493239423,Fib5
CCDC47,0.20397641,4.059455784161601e-05,0.0003122265211634867,Fib5
UBAC2,0.29751047,4.080634145217194e-05,0.0003136974663723837,Fib5
SLC20A1,0.8282859,4.135278424745976e-05,0.0003177302444139278,Fib5
LCMT1,0.48212594,4.137253395347315e-05,0.0003177302444139278,Fib5
MOB2,0.63438076,4.147167561347805e-05,0.0003183315803999383,Fib5
ZNF326,0.6463463,4.175716726425106e-05,0.0003203619939535082,Fib5
DERL2,0.25058544,4.2932730271488275e-05,0.00032918674625854506,Fib5
TIMM9,0.26913628,4.295051949546843e-05,0.00032918674625854506,Fib5
NBDY,0.26503995,4.300593824125716e-05,0.00032944619189328143,Fib5
CDO1,0.57517993,4.345904128852166e-05,0.00033275030360008435,Fib5
TRAPPC6A,0.7503512,4.393211237831471e-05,0.00033620391612162185,Fib5
AC245595.1,1.1620532,4.404816079940726e-05,0.00033692321292486024,Fib5
N4BP2L2,0.1566806,4.4300826924787264e-05,0.0003386862518899526,Fib5
PTN,0.15466645,4.459990641567413e-05,0.0003408021863428826,Fib5
