gene,log fold change,p-value,adjusted p-value,cluster
MTDH,0.18064381,2.960075654993857e-09,3.574320603164519e-08,Fib5
RDH14,0.67344093,3.0005091962695265e-09,3.620282620301502e-08,Fib5
SF3B1,0.26674265,3.049838936269096e-09,3.676897375809821e-08,Fib5
TXN,0.25117677,3.1032030408188535e-09,3.7359117507947525e-08,Fib5
HINT1,0.19416362,3.1036805314294867e-09,3.7359117507947525e-08,Fib5
PFDN2,0.38342935,3.122276226486589e-09,3.755336170045878e-08,Fib5
ERGIC3,0.15184627,3.1466723336408397e-09,3.781701014662772e-08,Fib5
RNPS1,0.35485396,3.2117413260317857e-09,3.8568670404980766e-08,Fib5
SEPHS2,0.67447466,3.344834858807341e-09,4.013539078419649e-08,Fib5
ZFYVE21,0.321709,3.5099379728286614e-09,4.208343998034364e-08,Fib5
PHGDH,0.6957508,3.6408451467311766e-09,4.361875264024998e-08,Fib5
DHX36,0.38480002,3.6634809254971973e-09,4.385554164339317e-08,Fib5
BNIP3,0.58645636,3.789387103488983e-09,4.532724197791246e-08,Fib5
ACAA2,0.31447783,3.80848949174065e-09,4.5520091538605976e-08,Fib5
MRPL40,0.3144805,3.817792045055578e-09,4.5595600850839684e-08,Fib5
FILIP1L,0.42205113,3.893285137795269e-09,4.6460883187361505e-08,Fib5
TPST1,0.3615388,4.188244540644859e-09,4.994179184882921e-08,Fib5
TXNL1,0.25131664,4.283309638143022e-09,5.0995755824345024e-08,Fib5
NDFIP1,0.22504526,4.372657130224901e-09,5.201895456712256e-08,Fib5
ASAH1,0.2805135,4.488604216603666e-09,5.3356754403596105e-08,Fib5
CCT4,0.21264349,4.6275055632711225e-09,5.4965122456427994e-08,Fib5
DPM1,0.479719,4.808423225206639e-09,5.7069669592099004e-08,Fib5
RPA2,0.3721978,4.81609673437448e-09,5.711636460991473e-08,Fib5
OAT,0.22530688,4.868073326800106e-09,5.76879907423364e-08,Fib5
SNX7,0.25627193,4.932467976586354e-09,5.840577390880354e-08,Fib5
OAZ2,0.3168617,4.969719467844376e-09,5.880128959823613e-08,Fib5
IL33,0.7162768,5.037826045223173e-09,5.956098517088542e-08,Fib5
AGTR1,0.42301345,5.2636091116879945e-09,6.218223447875803e-08,Fib5
PROCR,0.45034635,5.292110801422286e-09,6.247062789159616e-08,Fib5
CHCHD3,0.67803943,5.378752728622663e-09,6.344293378298649e-08,Fib5
TM2D1,0.4548245,5.38278508561378e-09,6.344293378298649e-08,Fib5
MLF2,0.26765102,5.791653409618717e-09,6.82093337177532e-08,Fib5
CSF1,0.47584084,6.066359783812265e-09,7.138955754833001e-08,Fib5
MRPS12,0.73281455,6.301900493642824e-09,7.404733080030318e-08,Fib5
SNF8,0.31219336,6.329739557715441e-09,7.43172726703331e-08,Fib5
GNAI3,0.36073363,6.357561150398511e-09,7.454735230253508e-08,Fib5
PSMD9,1.019261,6.359096566298083e-09,7.454735230253508e-08,Fib5
MESD,0.35493404,6.529255942481004e-09,7.648342371272802e-08,Fib5
ST3GAL4,0.49855086,6.746201470082923e-09,7.896415896974455e-08,Fib5
PLD3,0.17271745,6.979541435418409e-09,8.15956514995468e-08,Fib5
GRHPR,0.2625162,7.2555875272121856e-09,8.473172742979063e-08,Fib5
LIFR,0.6800064,7.357910430467645e-09,8.579548230946053e-08,Fib5
XRCC6,0.15204164,7.464711994560978e-09,8.690813697935895e-08,Fib5
PEPD,0.44766286,7.51361140471634e-09,8.741082574793761e-08,Fib5
C5orf15,0.35230455,7.587886949078805e-09,8.82077421211406e-08,Fib5
CNPY2,0.2542574,7.96034276672281e-09,9.239683568517547e-08,Fib5
LAMP1,0.20960107,8.266972105263507e-09,9.588306674859536e-08,Fib5
MFGE8,0.14696452,8.297783241410896e-09,9.616740441013007e-08,Fib5
PLEKHH2,0.53451514,8.327244542381195e-09,9.639273531605886e-08,Fib5
BCL7C,0.37363467,8.32984684891638e-09,9.639273531605886e-08,Fib5
GNG5,0.20373602,8.373920522687553e-09,9.682939892812443e-08,Fib5
TCEAL9,0.1875748,8.426185224547526e-09,9.736004486003287e-08,Fib5
GPAA1,0.2738583,8.516791242690782e-09,9.833256706885994e-08,Fib5
MRPS34,0.4525084,8.777206921680317e-09,1.0126271580715019e-07,Fib5
CALM1,0.24615896,9.09652408903347e-09,1.0486747581885756e-07,Fib5
SDHB,0.2832731,9.50605535305677e-09,1.0950602980236964e-07,Fib5
VTI1B,0.57667863,9.873457380140646e-09,1.1356706436871112e-07,Fib5
MIR22HG,0.75573784,9.959794166000683e-09,1.1447393219387543e-07,Fib5
NSMCE1,0.37836972,1.0259535357096115e-08,1.177418501725343e-07,Fib5
MRPS15,0.3067731,1.0429808098419001e-08,1.1960609512263533e-07,Fib5
SAMHD1,0.28667,1.0581300344553775e-08,1.2125233515608321e-07,Fib5
SMIM19,0.29571292,1.1057544725174025e-08,1.2651984694908855e-07,Fib5
APOPT1,0.50716347,1.1220555863219354e-08,1.282889152774518e-07,Fib5
DNAJC19,0.35133624,1.132076842093045e-08,1.2933787406859583e-07,Fib5
NXT1,0.7161124,1.1894052445153148e-08,1.357859873689943e-07,Fib5
CTSB,0.21062136,1.2245578726186286e-08,1.3969470876960083e-07,Fib5
AKR1C3,0.22119373,1.2355720819050287e-08,1.408459966499949e-07,Fib5
FIBP,0.36536875,1.2662941961395258e-08,1.4424044627912941e-07,Fib5
MSX1,0.49227268,1.301680709285763e-08,1.4816075137362168e-07,Fib5
ZC2HC1A,1.1260859,1.315528915229512e-08,1.496254965013462e-07,Fib5
TIPARP,1.1670203,1.3320048903130065e-08,1.5138671651436886e-07,Fib5
POLR2H,0.64438474,1.3756666160099194e-08,1.5623276995949084e-07,Fib5
MANBAL,0.33417767,1.3954792146730587e-08,1.5836511890141882e-07,Fib5
FLYWCH2,1.0183504,1.4347717392050026e-08,1.6270332825802833e-07,Fib5
FDX1,0.769539,1.4367385837264756e-08,1.6280550346010325e-07,Fib5
COPS8,0.26868683,1.4423204784047849e-08,1.6331686662441132e-07,Fib5
SUCLG1,0.30047292,1.4641314694974949e-08,1.656637644190684e-07,Fib5
DDX24,0.17593054,1.524785136464369e-08,1.7227139762938786e-07,Fib5
OXA1L,0.21340464,1.6195254568304304e-08,1.8270495829457035e-07,Fib5
NAA20,0.3433377,1.6600030385966047e-08,1.8713318387131467e-07,Fib5
PTGIR,1.1239523,1.7039406974468172e-08,1.9194464714970599e-07,Fib5
SSBP2,0.5277883,1.7060074006002627e-08,1.9203583672932213e-07,Fib5
CCDC107,0.45628,1.7118272300308562e-08,1.9254904962239563e-07,Fib5
RBM17,0.34644306,1.719929500349936e-08,1.9331805090393872e-07,Fib5
SSPN,0.16288665,1.7395388568474594e-08,1.9537835322312457e-07,Fib5
LSM4,0.412494,1.7947485503722703e-08,2.0143118373943004e-07,Fib5
MRPL21,0.38428882,1.8008772091507242e-08,2.0197062679719027e-07,Fib5
NTAN1,0.20242894,1.8064587843046334e-08,2.0244796720655375e-07,Fib5
SHARPIN,0.5370012,1.841743472692562e-08,2.0625096440893609e-07,Fib5
IAH1,0.28158972,1.8485460876782724e-08,2.0686110981161618e-07,Fib5
FEZ1,0.36021268,1.8525261859610522e-08,2.0715474004798734e-07,Fib5
DNAJB9,0.77970916,1.8585197154348214e-08,2.0767292357912873e-07,Fib5
SMS,0.48137268,1.8834229694739962e-08,2.103017972128311e-07,Fib5
ARRDC3,0.4712057,1.8934288077656806e-08,2.1126460948590777e-07,Fib5
THOC7,0.26575089,1.9463505597542317e-08,2.1694876132179382e-07,Fib5
SSB,0.15764454,2.0567168713774464e-08,2.2898214438987238e-07,Fib5
GCC2,0.39766014,2.084394112954967e-08,2.3189453805817278e-07,Fib5
VPS26A,0.40014112,2.0943431217821e-08,2.3283181357512064e-07,Fib5
MANF,0.28614148,2.112520847365503e-08,2.3468186140733132e-07,Fib5
RNASET2,0.42073748,2.1660552227597803e-08,2.4045416807889275e-07,Fib5
PRDX4,0.14547029,2.2500694048747434e-08,2.4959920231998335e-07,Fib5
EIF4H,0.18049839,2.2839036237029543e-08,2.531685620614124e-07,Fib5
ZNF622,0.6676347,2.3041934656897183e-08,2.552324524177697e-07,Fib5
ENY2,0.23085548,2.3310247671004606e-08,2.5801741534390964e-07,Fib5
DNAJC15,0.28151482,2.3717377156777634e-08,2.6226485352813626e-07,Fib5
TSR2,0.5231308,2.4802284811390946e-08,2.739370213261003e-07,Fib5
BUD23,0.38055196,2.574171488908077e-08,2.841074385337491e-07,Fib5
BOD1,0.44490638,2.597195956750464e-08,2.8644164793764145e-07,Fib5
MRNIP,1.184561,2.603789427042903e-08,2.869616414002911e-07,Fib5
MRPL10,0.58320504,2.6374271227545557e-08,2.904592595535388e-07,Fib5
SAV1,0.33181128,2.754995048140961e-08,3.0318839596796236e-07,Fib5
AL118516.1,1.242579,2.7818521779534528e-08,3.0592362864102946e-07,Fib5
MRPL41,0.354387,2.8260464822234134e-08,3.105601439997312e-07,Fib5
SPOP,0.3606968,2.8966128429782427e-08,3.1808598976630236e-07,Fib5
RNF149,0.60189867,2.9371985993249527e-08,3.2217282684630557e-07,Fib5
REL,1.4286873,2.9380474487522334e-08,3.2217282684630557e-07,Fib5
MED30,0.7881774,3.022249889916733e-08,3.310715622067541e-07,Fib5
USP53,0.5264913,3.023534070562501e-08,3.310715622067541e-07,Fib5
CHPT1,0.36318967,3.0353158171396466e-08,3.3212356093702076e-07,Fib5
GLA,0.78345644,3.100577218616667e-08,3.3902159638059837e-07,Fib5
PPP1R18,0.44226152,3.187927460743232e-08,3.4832326153685886e-07,Fib5
GPR108,0.5015594,3.226843069225924e-08,3.523232872224874e-07,Fib5
PCDH18,0.34959888,3.338705431951398e-08,3.640165986656503e-07,Fib5
NIT2,0.42755315,3.3940357757353985e-08,3.6978528155747655e-07,Fib5
IFI27L2,0.17480083,3.460333024884693e-08,3.7673975021463785e-07,Fib5
POLR2G,0.20757838,3.604501864978745e-08,3.9187733798968204e-07,Fib5
AAMDC,0.3890353,3.8788136113880205e-08,4.208016897297728e-07,Fib5
MYL6B,0.45147333,3.919237005012362e-08,4.2488534600116276e-07,Fib5
ZNRD1,0.6848085,3.964656266760498e-08,4.2950442889905395e-07,Fib5
SELENBP1,0.20627812,4.001067490693374e-08,4.33141785402844e-07,Fib5
OSER1,0.6532638,4.155835205710225e-08,4.495777816375615e-07,Fib5
ANXA4,0.17518024,4.3453264451538464e-08,4.6974424239012745e-07,Fib5
ERP44,0.241542,4.5303367974417385e-08,4.893981229202444e-07,Fib5
ORMDL1,0.5728205,4.815887318303466e-08,5.198775886013106e-07,Fib5
ATXN10,0.24216281,5.155715256510921e-08,5.561691422542678e-07,Fib5
DNAJB4,1.1889942,5.205831053075446e-08,5.611790355379495e-07,Fib5
BUB3,0.33912322,5.283540642149926e-08,5.691543251681249e-07,Fib5
UGCG,0.74763155,5.312176324206587e-08,5.718357530109627e-07,Fib5
ATG3,0.37054232,5.378067594910723e-08,5.781396557738113e-07,Fib5
COX11,0.59856075,5.587197483531271e-08,6.001718815818577e-07,Fib5
N4BP2L1,1.0698965,5.72782867638944e-08,6.145459452945373e-07,Fib5
CHMP4B,0.19959554,5.729056799341546e-08,6.145459452945373e-07,Fib5
STEAP4,0.59728426,5.849074329360541e-08,6.269797219718053e-07,Fib5
PPP1R7,0.24621382,5.8963828674362895e-08,6.316076318379335e-07,Fib5
C1orf52,0.8453266,6.168967719915731e-08,6.598808257823024e-07,Fib5
BABAM1,0.5042416,6.232294270287822e-08,6.661882083880089e-07,Fib5
MKRN1,0.31587362,6.29097057971348e-08,6.719900391966672e-07,Fib5
PDIA3,0.21407957,6.39929624351834e-08,6.830835088731143e-07,Fib5
DTWD1,0.34838825,6.413525621532883e-08,6.841243286935389e-07,Fib5
TMEM14C,0.13512237,6.544848678122978e-08,6.976452446498848e-07,Fib5
GOPC,0.5779636,6.642625712035582e-08,7.075739731613913e-07,Fib5
JMJD6,1.1899302,6.937573138821013e-08,7.384768619894841e-07,Fib5
ACTA2,0.2870488,6.991194185370137e-08,7.436663731304237e-07,Fib5
TMEM258,0.1615004,6.999602500200368e-08,7.440426457241519e-07,Fib5
RTF1,0.24207878,7.019692646453598e-08,7.456592849414374e-07,Fib5
PAPOLA,0.2426437,7.055502348705424e-08,7.489423097739775e-07,Fib5
ARGLU1,0.32737705,7.141296859849479e-08,7.575229828763943e-07,Fib5
SPSB3,0.519171,7.245887238925849e-08,7.680841608229864e-07,Fib5
AKR1A1,0.1622634,7.464536714684688e-08,7.907128870791166e-07,Fib5
MPST,0.7705463,7.558143578181798e-08,8.00073757149875e-07,Fib5
ATOX1,0.22767025,7.610664713989505e-08,8.05075509045635e-07,Fib5
FAM180B,0.40903744,8.011811125565693e-08,8.469232868028787e-07,Fib5
FKBP5,0.44365034,8.446924411164956e-08,8.923013166012774e-07,Fib5
CLN5,0.44532037,8.463243463438134e-08,8.934073524811161e-07,Fib5
TMEM98,0.12693046,8.537143011314002e-08,9.005860462556724e-07,Fib5
CORO1B,0.52361697,8.643192101264617e-08,9.111439568448379e-07,Fib5
ACP1,0.21368597,8.801692268116155e-08,9.272127544515467e-07,Fib5
MAP2K3,0.7938478,8.814065413924529e-08,9.278762866829579e-07,Fib5
TCEA3,0.23860142,8.984193313103281e-08,9.451346615540814e-07,Fib5
DRAM2,0.5653156,9.136497272336999e-08,9.604954978317114e-07,Fib5
SNX21,0.42963,9.422113232624085e-08,9.898403000573101e-07,Fib5
MYL12B,0.3184994,9.708867787420118e-08,1.0192642986449641e-06,Fib5
NDUFAF8,0.32811612,1.0013171804319722e-07,1.0504890062567565e-06,Fib5
NDUFS8,0.26988363,1.0050729394439665e-07,1.0537055010299648e-06,Fib5
LACTB,1.0140011,1.011595953646619e-07,1.0598167484192116e-06,Fib5
ETS2,0.842107,1.0381043070927606e-07,1.0861635337971444e-06,Fib5
ZC3H15,0.31586507,1.0381661272300038e-07,1.0861635337971444e-06,Fib5
TMBIM6,0.22399019,1.0422251841888629e-07,1.0896639074938318e-06,Fib5
FGFR1OP2,0.7002289,1.0486650752193364e-07,1.0956469920639785e-06,Fib5
TRIP6,0.19270611,1.0631989438951799e-07,1.1100727182500938e-06,Fib5
PLBD1,0.6145896,1.1070014168159512e-07,1.1550168471218342e-06,Fib5
UQCC3,0.5826909,1.1393470566102104e-07,1.1879540129502364e-06,Fib5
TMEM14A,0.39085987,1.1868741269600955e-07,1.2366645490665389e-06,Fib5
ARF1,0.15969141,1.206604113735307e-07,1.2563652240836276e-06,Fib5
ABCA10,1.0505791,1.2337816125502818e-07,1.2837884285902967e-06,Fib5
KXD1,0.23591755,1.2864052131855287e-07,1.337633739374333e-06,Fib5
COX7C,0.23605952,1.2921434716474648e-07,1.3426864985996614e-06,Fib5
PDLIM4,0.40267378,1.296791767577724e-07,1.3466005608259508e-06,Fib5
ELOF1,0.4443484,1.315371041009182e-07,1.3649655333841886e-06,Fib5
GGCT,1.043178,1.3212498552478596e-07,1.3701352029131742e-06,Fib5
SNX6,0.31752166,1.325915842018232e-07,1.3731094567341351e-06,Fib5
TMCO1,0.17688617,1.3313210946920654e-07,1.3777730163564568e-06,Fib5
TMEM126B,0.3723124,1.3713499113298027e-07,1.4182376368018103e-06,Fib5
CNIH4,0.28128278,1.423928634320096e-07,1.4706227105638584e-06,Fib5
CPNE3,0.22239651,1.5493583099160802e-07,1.5980046039141206e-06,Fib5
FADS3,0.6687597,1.55967611213577e-07,1.6075609050522192e-06,Fib5
PRPF40A,0.3159319,1.5684253498508225e-07,1.6154886863770271e-06,Fib5
LIMS1,0.300759,1.5717770175129901e-07,1.6178499961260731e-06,Fib5
METTL5,0.32348955,1.5783033424305126e-07,1.6234736401095003e-06,Fib5
TWF2,0.49871278,1.5823072978173966e-07,1.6254030917391212e-06,Fib5
GLUD1,0.20060073,1.633675401041265e-07,1.677042456378046e-06,Fib5
EPAS1,0.92013824,1.651476536199429e-07,1.694177574912443e-06,Fib5
BLOC1S4,0.84798944,1.6597885089365263e-07,1.7015617096647945e-06,Fib5
STRAP,0.2587826,1.6836514673951438e-07,1.7248676166640391e-06,Fib5
BANF1,0.15476647,1.7028965252815078e-07,1.7434145056082462e-06,Fib5
DNPEP,0.45232627,1.7045603380809001e-07,1.7439490397981077e-06,Fib5
ETHE1,0.47457433,1.7206937471261772e-07,1.7592769067839596e-06,Fib5
PLEKHA5,0.53207326,1.7232556482258293e-07,1.7607177275350863e-06,Fib5
SNRPD1,0.23661618,1.7533977888557329e-07,1.7903175952387246e-06,Fib5
IFI6,0.19494154,1.8134504963290377e-07,1.8503978845307983e-06,Fib5
LITAF,0.16625856,1.8169317624165573e-07,1.8527124613426511e-06,Fib5
INTS10,0.348311,1.8202208265411576e-07,1.8548280937569169e-06,Fib5
RBP5,1.2485179,1.839029955522468e-07,1.8727455047070468e-06,Fib5
PRCP,0.17141727,1.842400750294264e-07,1.8749281452861347e-06,Fib5
NASP,0.31103528,1.848864937236643e-07,1.8802537893668258e-06,Fib5
ARF5,0.39071596,1.850940410816565e-07,1.8811120941598822e-06,Fib5
CCDC82,0.66317976,1.8798905456824647e-07,1.9092638354587533e-06,Fib5
RTCB,0.33544478,1.8980020379344698e-07,1.926377483684321e-06,Fib5
QTRT1,0.82301253,1.9265536413038523e-07,1.9540575611498238e-06,Fib5
SCRN2,0.7630478,1.9617954633840586e-07,1.9884821302714993e-06,Fib5
ITGAE,0.5044141,1.9831339622172992e-07,2.0087779358666607e-06,Fib5
GCHFR,1.1584358,2.0083995864835088e-07,2.03302211289169e-06,Fib5
CRNDE,0.42964756,2.0310794299612657e-07,2.054618429977373e-06,Fib5
PHF5A,0.82635605,2.0362442737601543e-07,2.0584798995159734e-06,Fib5
AK3,0.2280855,2.1114866521644385e-07,2.133132183320886e-06,Fib5
CARHSP1,0.2730547,2.152276359052474e-07,2.1714677268511588e-06,Fib5
ODF2L,0.6344712,2.2775562015382038e-07,2.2963479193726774e-06,Fib5
IDI1,0.75937176,2.3042620243778783e-07,2.321741584589188e-06,Fib5
PPIL4,0.38409656,2.3487070955198574e-07,2.364963802509283e-06,Fib5
PHYHD1,0.5374499,2.3651182399763992e-07,2.3799197045875823e-06,Fib5
IMP3,0.25522792,2.450939173750804e-07,2.464654106586144e-06,Fib5
LSM10,0.4879506,2.542095608400402e-07,2.5534709661953645e-06,Fib5
PPP1R15B,0.69143003,2.5426051322966606e-07,2.5534709661953645e-06,Fib5
LYRM4,0.41003966,2.5654087401401944e-07,2.5746792710671138e-06,Fib5
HSD17B4,0.4641258,2.5933894710967905e-07,2.6010521451742265e-06,Fib5
DCTD,0.25082356,2.686243120706547e-07,2.6924123142252297e-06,Fib5
PQLC3,0.22503822,2.6888794640804386e-07,2.693287463201882e-06,Fib5
ARL16,0.4608639,2.8794892412674704e-07,2.882319669748402e-06,Fib5
TMEM9B,0.3195549,2.960840747964064e-07,2.9618102439522647e-06,Fib5
MRPL27,0.2757601,3.008431094616896e-07,3.007446660358186e-06,Fib5
PRKAR1A,0.15307537,3.152248710146359e-07,3.1491562490180273e-06,Fib5
HMG20B,0.46275824,3.1843157917227743e-07,3.1791126613441426e-06,Fib5
CSTB,0.14948373,3.2829321396773243e-07,3.275427069469048e-06,Fib5
SDHA,0.23977084,3.482944812974089e-07,3.4727142309516453e-06,Fib5
RSF1,0.24751097,3.565026585089962e-07,3.552236209213905e-06,Fib5
SNRNP40,0.77319473,3.5844577784188216e-07,3.5692693980017928e-06,Fib5
ASXL1,0.6126645,3.6060915930159626e-07,3.5884722529849402e-06,Fib5
MFSD10,0.712729,3.6465856380376006e-07,3.624198308649018e-06,Fib5
RCN3,0.13954665,3.6467383308632015e-07,3.624198308649018e-06,Fib5
NELFE,0.28303462,3.656815793976425e-07,3.631850536605325e-06,Fib5
VEGFA,0.94942623,3.708736176530269e-07,3.6810230731968718e-06,Fib5
MAP3K20,0.255819,3.782132551981109e-07,3.7514334241241194e-06,Fib5
MTX1,1.1482135,3.8802220840743997e-07,3.846229223506584e-06,Fib5
RAB1A,0.13122867,4.0068903894060883e-07,3.9692121075342415e-06,Fib5
COPS2,0.32741868,4.0383866177462847e-07,3.997819545435807e-06,Fib5
CYHR1,0.6759278,4.119690220161709e-07,4.075665033223453e-06,Fib5
PPIE,0.48291197,4.1724326858607956e-07,4.1251721214578415e-06,Fib5
HNRNPH1,0.43332395,4.2812399476963513e-07,4.2300090686327146e-06,Fib5
SDF2L1,0.5879863,4.3351886411261895e-07,4.277778197235306e-06,Fib5
SLU7,0.26384813,4.338847842289636e-07,4.278624970366313e-06,Fib5
MORF4L1,0.2338926,4.3837207671019323e-07,4.320086110805291e-06,Fib5
PHYH,0.32992452,4.3963053494888025e-07,4.329694662375336e-06,Fib5
RNF114,0.3879,4.408808082110553e-07,4.339210274113318e-06,Fib5
PHLDB1,0.37129614,4.4387466689974894e-07,4.365863191818201e-06,Fib5
GNL1,0.47370574,4.459483142658349e-07,4.383436615450854e-06,Fib5
COQ8A,0.92468876,4.488192959981762e-07,4.408819772586586e-06,Fib5
TGFBR2,0.22411269,4.5252284510627487e-07,4.4423434826467535e-06,Fib5
TNIP2,0.7167746,4.536473577881617e-07,4.450522408615395e-06,Fib5
H2AFY,0.3540689,4.6557385370664063e-07,4.564596030403681e-06,Fib5
SELENOT,0.4812096,4.721225570169871e-07,4.625831981035586e-06,Fib5
CPXM1,0.37062952,4.780295547330933e-07,4.680706056761539e-06,Fib5
CNOT4,0.47098896,4.937266081712656e-07,4.828216350714521e-06,Fib5
NR1H2,0.42680472,4.944988576560934e-07,4.832674376645442e-06,Fib5
SLC43A3,0.2830758,5.062423780287764e-07,4.94427897978872e-06,Fib5
COMMD1,0.33046797,5.07869755108037e-07,4.9570035203036835e-06,Fib5
APPL1,0.29492518,5.151984367834966e-07,5.025323194040811e-06,Fib5
TPM2,0.24901523,5.268529523615039e-07,5.1357235783803275e-06,Fib5
MARCKSL1,0.930685,5.637273613130577e-07,5.488167905708703e-06,Fib5
BICC1,0.28920627,5.837713525211569e-07,5.67607091646128e-06,Fib5
GUSB,0.23618244,6.138163635332926e-07,5.964405186368349e-06,Fib5
TMEM18,0.47847083,6.419850682920218e-07,6.2341525226704595e-06,Fib5
EAPP,0.25089762,6.424594682895647e-07,6.234795665897777e-06,Fib5
SMIM10,0.64809763,6.456018819851985e-07,6.261313490364385e-06,Fib5
CD2BP2,0.5128127,6.529553729669793e-07,6.328612514004194e-06,Fib5
TCEAL4,0.13763101,6.58413562178428e-07,6.3774680800732325e-06,Fib5
DHPS,0.60758585,6.615571719768894e-07,6.403856655226226e-06,Fib5
PSMC2,0.20430422,6.70390469654813e-07,6.485252960086934e-06,Fib5
SEC61B,0.15492757,6.713725434812147e-07,6.490642785870605e-06,Fib5
HSPB6,0.38501403,6.854312473098801e-07,6.6223670478547874e-06,Fib5
FAM13A,0.5657248,6.915983676826347e-07,6.67772760199257e-06,Fib5
A2M,0.4655353,6.972118375031284e-07,6.727675816715279e-06,Fib5
UQCRC1,0.25426957,7.026522970846813e-07,6.775892574475067e-06,Fib5
SNX17,0.19258946,7.232741951446092e-07,6.970355413775334e-06,Fib5
IFI27,0.2763834,7.415365587205585e-07,7.141848004070953e-06,Fib5
TMEM45A,0.3360134,7.421284706514363e-07,7.143044983743345e-06,Fib5
PARL,0.3595439,7.434709036889059e-07,7.148471010395179e-06,Fib5
PSMC4,0.31610215,7.436281790846441e-07,7.148471010395179e-06,Fib5
SAP30BP,0.40568736,7.46467392754751e-07,7.1712512102697e-06,Fib5
COA3,0.37844908,7.501625765736895e-07,7.202220840454499e-06,Fib5
TEN1,1.3559592,7.535175570781464e-07,7.229887364553195e-06,Fib5
EIF4E,0.7156878,7.610578189174346e-07,7.297651088489525e-06,Fib5
GRINA,0.13258931,7.754945315528861e-07,7.4314171703076135e-06,Fib5
PLAU,0.97809523,7.933167262589088e-07,7.59743761354535e-06,Fib5
IFI35,0.58336556,8.159060725844501e-07,7.808875475393155e-06,Fib5
CAMK2D,0.54712003,8.348775748278254e-07,7.985444555726384e-06,Fib5
COX5A,0.2173938,8.783887545477425e-07,8.391112086126808e-06,Fib5
RAB11B,0.19350201,8.907828018191663e-07,8.504192061117353e-06,Fib5
HDDC2,0.38514355,8.938976418945284e-07,8.528598675789456e-06,Fib5
ELAVL1,0.4873119,9.039677362402787e-07,8.619292865836615e-06,Fib5
CYP7B1,0.8731115,9.060949549895008e-07,8.634186174338506e-06,Fib5
PMPCB,0.34566274,9.070901968140674e-07,8.638281020158903e-06,Fib5
SPTLC1,0.4213537,9.142513833495134e-07,8.701052885148797e-06,Fib5
DYNC1I2,0.2596369,9.302939636273167e-07,8.848219361399292e-06,Fib5
TRADD,0.79922193,9.320210819375176e-07,8.859130072554811e-06,Fib5
SDF2,0.33115178,9.474398357440018e-07,9.000089235690066e-06,Fib5
ZNHIT3,0.545217,9.583576284881665e-07,9.098143427692196e-06,Fib5
WBP2,0.38469216,9.65606332095199e-07,9.160458641839072e-06,Fib5
PPCS,0.23054469,9.661210390836493e-07,9.160458641839072e-06,Fib5
MRPL4,0.44189677,9.668562853715105e-07,9.161743026705846e-06,Fib5
INAFM1,0.5819355,9.696672516123639e-07,9.182682745430166e-06,Fib5
STMN3,0.24465393,9.858188804139533e-07,9.329853406643828e-06,Fib5
DDX18,0.2639633,9.89296616702735e-07,9.356969548070758e-06,Fib5
HLA-DRB1,0.95123196,1.001810091333214e-06,9.469461104650275e-06,Fib5
UBA52,0.32163584,1.0314055912579188e-06,9.74317897740551e-06,Fib5
DDX46,0.33670244,1.0354402333704511e-06,9.775246949773573e-06,Fib5
SNX9,0.12939626,1.0539489447137774e-06,9.943835781657164e-06,Fib5
PDCD5,0.15338168,1.0643877813171016e-06,1.0036125530628844e-05,Fib5
TMED1,0.6806128,1.0708845859473372e-06,1.0091154873748043e-05,Fib5
SRSF4,0.3579442,1.12454663035147e-06,1.0583764496992423e-05,Fib5
TOP1,0.36292404,1.1259487646718047e-06,1.0590435579040527e-05,Fib5
PDHB,0.2986523,1.1320496578893505e-06,1.0641266784159893e-05,Fib5
FBXW5,0.45849055,1.1580656677556496e-06,1.0879122432329364e-05,Fib5
DNAJC1,0.39618123,1.166149661005088e-06,1.0948331943363687e-05,Fib5
TPD52L2,0.30335793,1.167103278917385e-06,1.0950554413675097e-05,Fib5
RUVBL2,0.3502242,1.2010091841460368e-06,1.1261765063125055e-05,Fib5
CNIH1,0.23531224,1.2106468684712852e-06,1.1345172341042257e-05,Fib5
URM1,0.31900805,1.2199011098594473e-06,1.1413887138064616e-05,Fib5
AHI1,0.6556115,1.220114444841292e-06,1.1413887138064616e-05,Fib5
SUN2,0.30378586,1.2202211257911305e-06,1.1413887138064616e-05,Fib5
SLTM,0.26868296,1.2454508811992465e-06,1.164275533067227e-05,Fib5
IER5,0.7122204,1.2596045406344276e-06,1.1767865050881273e-05,Fib5
UQCRB,0.19145125,1.3319271485567248e-06,1.2435933492789714e-05,Fib5
MEDAG,0.24580324,1.3459690836592706e-06,1.2559363318812069e-05,Fib5
BLVRA,0.2941538,1.353630170113875e-06,1.2623138491141294e-05,Fib5
LARP6,0.405143,1.3949280845873951e-06,1.2992394202483207e-05,Fib5
SSR4,0.1655503,1.4169446559989663e-06,1.3189414759527247e-05,Fib5
RALY,0.16810772,1.4447342205272381e-06,1.343989964589133e-05,Fib5
HBB,1.064419,1.501958949584308e-06,1.3963738864820636e-05,Fib5
NR3C1,0.15814881,1.5288680330455389e-06,1.419663173542286e-05,Fib5
UBE2D1,0.9130213,1.5611736918529816e-06,1.4487805676217675e-05,Fib5
MAD2L2,0.6498815,1.592463183045396e-06,1.476023975789953e-05,Fib5
XRN2,0.27227083,1.5977661284350975e-06,1.4800410922890306e-05,Fib5
