gene,log fold change,p-value,adjusted p-value,cluster
CLEC2B,0.6669233,1.8410265243044504e-15,1.17173667328127e-13,Fib8
MASP1,1.2677213,1.9816692342386635e-15,1.2560164959749205e-13,Fib8
BRI3,0.5856557,2.184053793527744e-15,1.3785711444684417e-13,Fib8
STMN2,0.900731,2.216186865509136e-15,1.3930968876811545e-13,Fib8
MT1E,0.56353056,2.2634035167107654e-15,1.416946258924465e-13,Fib8
HPGD,1.1876895,2.47374223287355e-15,1.5423025553936112e-13,Fib8
C3,0.5129558,3.2064682905420474e-15,1.9829474954667925e-13,Fib8
ALDH3A2,0.8149038,3.3254559492112556e-15,2.0482395009758842e-13,Fib8
AKR1C2,0.79047954,3.3776135995522077e-15,2.0720099491228906e-13,Fib8
CES1,1.9929302,4.525482497879844e-15,2.754053591837236e-13,Fib8
PIGT,0.58780664,4.771255927886829e-15,2.892100567399655e-13,Fib8
C1QTNF7,1.235688,5.010192605212953e-15,3.0012036095932496e-13,Fib8
CTSB,0.6108367,6.72352302731319e-15,4.011789618836288e-13,Fib8
ARL2,0.6419741,8.253029067606959e-15,4.905253657887016e-13,Fib8
STEAP1,1.1268696,9.562432687565856e-15,5.661479042735211e-13,Fib8
ECM1,0.5136351,9.664916366734996e-15,5.700061679609154e-13,Fib8
COMP,5.1957707,0.0,0.0,Fib9
CTHRC1,3.8229315,0.0,0.0,Fib9
SFRP2,3.6805835,0.0,0.0,Fib9
LUM,2.5681374,0.0,0.0,Fib9
PRSS23,3.2911441,0.0,0.0,Fib9
BGN,2.550529,0.0,0.0,Fib9
SERPINE2,3.316144,3.6869809591056144e-290,8.045519164334037e-287,Fib9
THY1,2.2324626,3.375969518879837e-286,6.4459918001111885e-283,Fib9
PPIB,2.3748126,2.2872582050176523e-280,3.8819854535160706e-277,Fib9
ELN,2.6242027,5.336082321588422e-275,7.409877951114832e-272,Fib9
SERF2,1.7367518,1.372570710210597e-274,1.7471681332055723e-271,Fib9
THBS1,3.3494463,4.690372381871755e-274,5.511187548699312e-271,Fib9
COL1A1,2.1030955,6.4308395018706e-274,7.01650524221953e-271,Fib9
POSTN,2.7736135,6.23454345591528e-266,5.952040705569119e-263,Fib9
CTSB,2.8222477,9.344634285716539e-265,8.396428747901184e-262,Fib9
SMOC2,2.5033123,1.8094665590236992e-261,1.5355334271715002e-258,Fib9
NNMT,2.2276614,8.392268233741988e-258,6.7469419616004665e-255,Fib9
TNC,3.3930962,1.3879194811460598e-253,1.0600235037253031e-250,Fib9
C12orf75,2.854157,1.2861033713290436e-245,9.354870950976734e-243,Fib9
SERPINH1,2.131198,2.057669185317997e-238,1.3665607306840177e-235,Fib9
SPARC,1.7063123,1.925988626775205e-237,1.2258115114163023e-234,Fib9
GADD45B,2.528614,1.105468370745113e-222,6.4946266781275394e-220,Fib9
RCN3,2.4744077,1.6610640807738045e-218,9.061697797792808e-216,Fib9
CD99,2.6256227,1.9339098228224633e-214,9.846824181204377e-212,Fib9
PPIC,2.113425,3.208023991338714e-213,1.5807279505709307e-210,Fib9
POLR2L,1.9344772,2.0276730603381323e-206,9.678970623957803e-204,Fib9
CD63,1.137892,5.218624619832727e-205,2.344543854939556e-202,Fib9
IGFBP4,1.8053205,1.4136646126660527e-204,6.169636273849702e-202,Fib9
CYTOR,2.5080373,1.3604662940262838e-199,5.772534067014301e-197,Fib9
COL6A2,1.4372187,1.5507122535453595e-197,6.401926938623072e-195,Fib9
LGALS1,1.3677434,1.6379898275725607e-197,6.58428805688707e-195,Fib9
ARF4,1.8865571,2.1937183805305003e-193,8.592063657077793e-191,Fib9
STC2,4.161382,4.57166089519118e-193,1.7458030043511318e-190,Fib9
CYBA,2.2157469,3.0278630572820372e-192,1.1280636146337346e-189,Fib9
CTGF,2.282268,1.0002258098097172e-191,3.637726010677007e-189,Fib9
EFEMP2,2.1306453,1.470932365551239e-191,5.225230670650041e-189,Fib9
RPL39,3.0341172,1.5569273864680208e-191,5.4050149609770495e-189,Fib9
FKBP10,2.3777714,4.77833709930911e-191,1.621979982043259e-188,Fib9
CNN3,1.9975679,1.888707473728127e-188,6.2717405785211175e-186,Fib9
KDELR2,1.8048625,2.1092963642978134e-186,6.855213183967894e-184,Fib9
SEC61G,1.9381618,6.974299796084911e-183,2.1741312119427965e-180,Fib9
B2M,1.0263573,1.591738010043961e-182,4.862759620684301e-180,Fib9
GAS6,2.0581446,3.325859950302606e-182,9.961276615857315e-180,Fib9
TYMP,2.4143326,1.5854955535946112e-179,4.6573931886841705e-177,Fib9
STMN2,2.4690785,1.242926267382429e-175,3.515870135975297e-173,Fib9
LY6E,1.900134,5.290856680990442e-174,1.443175639323732e-171,Fib9
IL32,3.070112,2.308146014060702e-173,6.185426379785478e-171,Fib9
ITGBL1,1.7916387,2.4613865783964362e-173,6.482358618104408e-171,Fib9
PFN1,1.6587899,1.7754441750591967e-172,4.5965948769541065e-170,Fib9
SELENOM,1.697153,5.062976264892303e-172,1.2889493741038322e-169,Fib9
RGCC,2.2914515,1.0278544492397388e-171,2.5738486413339366e-169,Fib9
MMP23B,2.5826695,6.654067010172062e-170,1.639368928715778e-167,Fib9
MYDGF,1.9197488,1.0646593925945153e-169,2.5813765431557492e-167,Fib9
RHOC,2.467317,2.401741823827454e-168,5.732282243588181e-166,Fib9
IFI6,1.9962918,5.290535879768538e-168,1.2432759317456065e-165,Fib9
FAP,2.025272,8.102513093728564e-168,1.8752407197985428e-165,Fib9
NEAT1,2.1038651,3.0592844767748052e-167,6.9747119974231565e-165,Fib9
TMED9,1.9534782,1.5635624804324777e-165,3.5122671895008966e-163,Fib9
CEBPB,2.0863507,1.7270543374656726e-165,3.823297826780891e-163,Fib9
CERCAM,1.9598762,1.7703244736418465e-164,3.863100904982744e-162,Fib9
PHPT1,1.9418155,1.9337767265929092e-164,4.1603435913671387e-162,Fib9
BASP1,1.8247892,1.0403279144544895e-163,2.207084568512823e-161,Fib9
ARF5,2.412481,1.1021609554880691e-162,2.306234054120583e-160,Fib9
DIO2,2.466341,1.7080250402761971e-162,3.525686823002556e-160,Fib9
PDLIM2,1.8728987,1.1765655269212497e-161,2.3962717898296117e-159,Fib9
H3F3A,2.1998103,2.7505327892648978e-161,5.528208994213331e-159,Fib9
RPS26,2.2509072,2.918620311403478e-161,5.78986042294651e-159,Fib9
HEXA,1.9085455,1.997450589550522e-160,3.911674071203106e-158,Fib9
CYR61,1.8028538,3.0985810739507357e-159,5.991243785392087e-157,Fib9
COL5A2,1.6658274,9.016095568813843e-159,1.721510747670393e-156,Fib9
ATOX1,1.9804804,1.892257538138723e-158,3.5684239376628387e-156,Fib9
COL5A1,1.6495814,2.580937993624287e-158,4.807783884464754e-156,Fib9
TSPAN4,1.9206607,4.8951231015152633e-157,9.008795828391042e-155,Fib9
CTSA,1.8848262,7.624605373741451e-157,1.386498179570246e-154,Fib9
MIR4435-2HG,2.2848651,4.7105142391803095e-155,8.465071176879909e-153,Fib9
TIMP1,1.4102845,1.2304062152382667e-154,2.1854017369493633e-152,Fib9
PGAM1,1.9658297,1.911270654665915e-154,3.3557079597726267e-152,Fib9
TNFRSF12A,3.37246,2.734975940200157e-154,4.747358805290614e-152,Fib9
MYL12A,1.607671,3.713265331133666e-154,6.373048082367051e-152,Fib9
ADM,2.450994,1.5792574613073155e-153,2.680350857941027e-151,Fib9
DUSP1,1.9790392,4.531967661412751e-152,7.524544133486932e-150,Fib9
POMP,1.7061477,3.746493929109122e-151,6.153515566359337e-149,Fib9
LSM7,1.8368664,1.0540343381074235e-150,1.7128057994245632e-148,Fib9
RPSA,2.2322013,1.897098460896639e-150,3.0503346305469644e-148,Fib9
RPS28,1.6235644,4.8286684372595947e-150,7.683115664493782e-148,Fib9
TMEM59,1.9493158,6.840483823593538e-150,1.0771999010865081e-147,Fib9
RPL41,1.8419428,1.6377025334833274e-149,2.552643489689574e-147,Fib9
AEBP1,1.6057831,2.984540944588171e-149,4.60493564935195e-147,Fib9
LOXL1,1.7376684,5.58487863167602e-149,8.53090210988512e-147,Fib9
OST4,1.5939299,8.534842714078705e-149,1.2907893312628933e-146,Fib9
MT1X,2.446932,1.8207810047490794e-148,2.7267088085825673e-146,Fib9
CALU,1.5866605,1.891222927385439e-147,2.8047019627002505e-145,Fib9
PCOLCE,1.4258018,2.566131831380068e-147,3.769006127339474e-145,Fib9
KRT10,1.7085313,9.992370096767571e-147,1.453651935505949e-144,Fib9
CTSC,2.2993643,3.4455329364910363e-146,4.9651429815943943e-144,Fib9
STEAP1,2.3264902,3.8938330308526894e-146,5.558719583764004e-144,Fib9
OSTC,1.6292394,1.8397958749085193e-145,2.6021187027062623e-143,Fib9
PRDX4,1.6852244,3.0521253161943857e-145,4.277175615125618e-143,Fib9
COPS8,1.7993555,3.2834747461468275e-145,4.559552431581163e-143,Fib9
PSMB3,1.723289,6.1206321682881274e-145,8.422761835189292e-143,Fib9
FTH1,1.0449967,7.990321454662501e-145,1.0897514305354437e-142,Fib9
PDPN,2.3422852,1.733704302825372e-144,2.3435693120050937e-142,Fib9
GJA1,1.7118466,1.272731458816934e-143,1.705348511704269e-141,Fib9
MALAT1,2.5959861,7.608616998006526e-143,1.0106228229960842e-140,Fib9
SLC25A6,2.109487,7.972289438018084e-143,1.0497993203941918e-140,Fib9
NME1,2.025413,3.052995559613127e-142,3.98585531393936e-140,Fib9
ARPC1B,1.815579,1.3110701014290718e-141,1.697169135536362e-139,Fib9
MEG3,1.9119859,4.5770643509671734e-141,5.875181341262485e-139,Fib9
ATP6V0B,1.8855451,1.8335042992871866e-139,2.333898180967648e-137,Fib9
COL12A1,1.6243063,2.808518718752367e-139,3.545464746193588e-137,Fib9
P4HB,1.5371208,3.6497304129571875e-138,4.532490411213092e-136,Fib9
C1orf122,1.7857604,6.341273267344248e-138,7.811528157958337e-136,Fib9
TSPO,1.6467993,6.996064815744026e-138,8.549191204839199e-136,Fib9
CCDC85B,1.9172072,8.219677550151267e-138,9.964728141155603e-136,Fib9
GRN,1.6574702,9.872418833669639e-138,1.1874110053882183e-135,Fib9
S100A11,1.3322815,2.079321308232437e-137,2.4813775768164434e-135,Fib9
HNRNPK,1.8357114,3.5854119696896403e-137,4.2455168865898645e-135,Fib9
TMEM45A,1.9245762,5.083980237785291e-137,5.973676779397717e-135,Fib9
DRAP1,1.7334338,8.767466736337624e-137,1.0223133923477649e-134,Fib9
MMP14,2.061313,6.122326116332279e-136,7.031468528344028e-134,Fib9
CLEC11A,1.9556775,9.072262512672228e-136,1.034170222993047e-133,Fib9
HMGN2,1.8108269,1.1333070949209129e-135,1.2823159907345884e-133,Fib9
RUNX1,2.2333927,1.7920473975962293e-135,2.012759117520765e-133,Fib9
PSMB5,1.6779836,2.4927404353171057e-135,2.7793146094502767e-133,Fib9
CAPZB,1.6138153,1.1598636882640564e-134,1.2838346259589465e-132,Fib9
SEC61B,1.5533351,1.7115337777313723e-134,1.880840176607677e-132,Fib9
NDUFAF8,1.867034,2.2008999234708424e-134,2.40133902364408e-132,Fib9
TMED3,1.571214,6.284051792332348e-134,6.80772277502671e-132,Fib9
SLC39A7,2.0820231,7.067869717090063e-134,7.60293731891202e-132,Fib9
KDELR3,1.7401671,5.03101868287711e-132,5.374042683982367e-130,Fib9
YIF1A,1.7078345,9.828756369414348e-132,1.04259898293614e-129,Fib9
HCFC1R1,1.5869118,3.275581876988927e-131,3.450656080759025e-129,Fib9
FKBP11,2.1440384,3.497759234327818e-131,3.659470705777905e-129,Fib9
MDK,1.7574972,1.706209124489602e-130,1.772948597046168e-128,Fib9
ID3,1.6926966,2.2772685363640854e-130,2.3503565468217166e-128,Fib9
RRBP1,1.4606583,3.1427863838946534e-130,3.22188335664368e-128,Fib9
SELENOH,1.8899864,8.047292060757327e-130,8.194825748537878e-128,Fib9
FAM3C,1.6149708,9.782968298122124e-130,9.896347069789102e-128,Fib9
CD151,1.5869471,1.2921636449413337e-129,1.2985394523999259e-127,Fib9
TWIST2,1.5413473,1.9967000853787174e-129,1.9934375035398635e-127,Fib9
DPT,1.5429846,3.253971100470185e-129,3.227558997381953e-127,Fib9
DDX5,1.6377937,8.132257589717527e-129,8.014208689221628e-127,Fib9
MFAP2,2.216321,1.715643954141409e-128,1.679901371763463e-126,Fib9
COPE,1.5668088,3.282115628846701e-128,3.19326854972187e-126,Fib9
LRRC15,1.8947939,2.253581000414402e-127,2.1786993532487337e-125,Fib9
AP2S1,1.6515585,4.704223874593628e-127,4.5193094141143196e-125,Fib9
RANBP1,1.6067344,6.157632251423069e-127,5.878614540030461e-125,Fib9
C19orf70,1.6075592,6.628596693987406e-127,6.288932577680598e-125,Fib9
SPCS2,1.5644983,6.689986376562119e-127,6.307996413702862e-125,Fib9
EEF1A1,1.8593868,6.733296539828268e-127,6.309883720605938e-125,Fib9
MT2A,1.8776726,1.1092883840077824e-126,1.033193906446273e-124,Fib9
CRABP2,1.5865169,1.7790526391456628e-126,1.6469714583606059e-124,Fib9
UQCR10,1.5057434,6.05321053842617e-126,5.57004764906384e-124,Fib9
SELENOS,1.5050579,1.5025954174253274e-125,1.3743799401899327e-123,Fib9
TMEM208,1.8067597,2.380947084513625e-125,2.1648194473777154e-123,Fib9
GPX8,1.4457688,2.5688602786122863e-124,2.3218544825918742e-122,Fib9
RABAC1,1.5222231,3.377343884943882e-124,3.0346428142657527e-122,Fib9
RHEB,1.5088701,8.947600881001825e-124,7.992666868848121e-122,Fib9
RAB5C,1.9310341,1.0193293794164663e-123,9.052474575922397e-122,Fib9
RPL21,1.9802607,2.3455952237100377e-123,2.071038557350915e-121,Fib9
PTGDS,1.9755594,2.439713774475948e-123,2.14176022443219e-121,Fib9
OAT,1.4325975,4.0813746985978704e-123,3.56245705834757e-121,Fib9
NOP10,1.4827617,7.778585518839316e-123,6.751016693197191e-121,Fib9
COL14A1,1.4219766,1.1115303639144369e-122,9.592444242255946e-121,Fib9
FKBP8,1.7558484,1.291875909705262e-122,1.1086182315026897e-120,Fib9
S100A16,1.505883,1.8514972220243192e-122,1.5799787746604175e-120,Fib9
C9orf16,1.4798353,5.936336498727504e-122,5.0376411121145894e-120,Fib9
GAPDH,1.118679,7.741537837230925e-122,6.533259141641015e-120,Fib9
COL16A1,1.4640735,1.0060428508510037e-121,8.397434178551411e-120,Fib9
COL8A1,3.9499428,1.439435797445838e-121,1.1949664024991943e-119,Fib9
CRIP1,3.0144324,1.0558077040366089e-120,8.717547394140109e-119,Fib9
SNRPG,1.5057143,3.933788248801181e-120,3.230570725830002e-118,Fib9
MINOS1,1.3888783,4.5363449235215296e-120,3.705490305176009e-118,Fib9
DEGS1,1.6061993,4.830473942587358e-120,3.9247600783522284e-118,Fib9
CTSD,1.5735751,7.043830413611031e-120,5.692831194069233e-118,Fib9
REXO2,1.4668213,1.0817235890750456e-119,8.69648832795859e-118,Fib9
ADAMTS2,1.5965347,1.1808122098067023e-119,9.443406547014335e-118,Fib9
VDAC1,1.5375236,1.4887908149283917e-119,1.1844416509391242e-117,Fib9
ANAPC11,1.442434,2.2547426326647012e-119,1.784517809013125e-117,Fib9
EMC7,2.002662,3.5422871147168245e-119,2.7890946225412112e-117,Fib9
MFGE8,1.5947771,3.759894718231476e-119,2.9452508626146565e-117,Fib9
TUBB2A,1.6231226,4.9132525037845874e-119,3.829078163025999e-117,Fib9
RBX1,1.4574468,5.18010665626875e-119,4.016554780431734e-117,Fib9
RPL3,2.4110904,5.983026657952917e-119,4.615693545466202e-117,Fib9
HSBP1,1.4001505,7.393777722038575e-119,5.675374608248202e-117,Fib9
EMILIN1,1.6763364,1.41199833707787e-118,1.067736366280419e-116,Fib9
VAMP5,1.5085506,2.244345977709488e-117,1.688787429040021e-115,Fib9
SAT1,1.5629299,3.95821379601389e-117,2.9638095948094197e-115,Fib9
DYNLT1,1.5282524,4.634934083542792e-117,3.453591128103227e-115,Fib9
BAX,2.176453,1.0101493468234428e-116,7.490306443071888e-115,Fib9
SCAND1,1.5891584,1.2658162554353079e-116,9.34074555641272e-115,Fib9
JUNB,1.6917818,8.242778791656951e-116,6.053290675123074e-114,Fib9
CDH11,1.4695556,2.4916829819046285e-115,1.821074523856134e-113,Fib9
LRRC59,1.7694856,3.681860984209483e-115,2.6781155492285643e-113,Fib9
LMCD1,2.6265082,3.9658805674342773e-115,2.871034391827421e-113,Fib9
PERP,1.7382046,6.109538314881008e-115,4.4020376301795944e-113,Fib9
CCDC107,1.832971,6.85007007577437e-115,4.912432882979038e-113,Fib9
TRAPPC1,1.4473499,1.489553769325589e-114,1.0632212068433819e-112,Fib9
NPC2,1.3910252,1.9494194917152584e-114,1.3849945458581661e-112,Fib9
VASN,1.4708952,2.074335942849167e-114,1.4669204410657884e-112,Fib9
OLFML2A,3.5666564,7.641935989847774e-115,2.918264306123119e-111,Fib10
APOD,2.1144974,1.5649796111982725e-104,2.988132945131701e-101,Fib10
A2M,2.8951504,1.1687066573895557e-80,1.0501173053897332e-77,Fib10
IGFBP7,1.5226063,3.3294175025786007e-78,2.825380686216007e-75,Fib10
FGFBP2,3.3356335,8.162124644035995e-74,6.23382269688249e-71,Fib10
DKK3,2.087427,1.3761854693733956e-70,1.0010110973656484e-67,Fib10
SFRP1,2.3478518,2.949709238651964e-68,2.048036755473125e-65,Fib10
TGFBI,2.3056214,3.1077583017008896e-66,2.0639568721078733e-63,Fib10
ITM2B,1.0124856,1.187282622606392e-61,6.716941503819496e-59,Fib10
IGFBP5,1.5806795,1.6614800055780975e-51,8.751416236277738e-49,Fib10
GSN,1.0831491,6.4724234517709e-48,3.2955422741933507e-45,Fib10
TAGLN,2.5080428,4.2080130480492326e-46,1.890511744380942e-43,Fib10
LTBP4,1.5609833,1.5327445534800183e-43,6.003249501130072e-41,Fib10
AKAP12,2.0237868,3.39592652293872e-43,1.2968194409472236e-40,Fib10
TXNIP,1.0999014,2.9807207909771916e-40,1.0588490716785256e-37,Fib10
TM4SF1,3.9448202,1.580020134614333e-39,5.4851835355077135e-37,Fib10
H3F3B,0.76627517,2.3235884855130937e-34,7.71582915569837e-32,Fib10
HES1,1.8317312,2.3952221792388323e-34,7.784472082526205e-32,Fib10
C2orf40,5.1518764,2.617953481810549e-34,8.331091548886696e-32,Fib10
MATN2,1.8004966,3.4583965747633325e-34,1.0781021975410186e-31,Fib10
CYP1B1,2.1192913,3.7220293051042074e-34,1.1370799527093352e-31,Fib10
NR2F2,2.140649,5.242822525810968e-34,1.5702767467012263e-31,Fib10
IFI27,1.7415527,1.2513517292377484e-33,3.675845704635886e-31,Fib10
SCN7A,4.205937,1.034094247387966e-31,2.9251462275650336e-29,Fib10
SLC22A3,4.3630376,1.236476889950764e-30,3.4340335443632583e-28,Fib10
TIMP1,0.9078506,2.1436785796131394e-30,5.847266125641197e-28,Fib10
PTMA,0.80538934,4.582897391100502e-30,1.2281360991063188e-27,Fib10
TIMP3,0.98980075,1.1189852581798588e-28,2.802049150606122e-26,Fib10
RARRES2,1.3516228,1.1557312636947477e-28,2.84738629886085e-26,Fib10
CSRP1,1.933085,5.934990137753868e-28,1.438999592923656e-25,Fib10
KLF5,3.4536393,1.3590395550468025e-26,3.0984073437820758e-24,Fib10
CRISPLD2,1.4612756,2.3109577216355915e-26,5.1911587055858326e-24,Fib10
HSPA8,0.9308422,6.738882318594059e-26,1.429672603007281e-23,Fib10
SPARCL1,1.2038822,2.8617213050809117e-25,5.988053826727523e-23,Fib10
CALM2,0.7145672,8.570314172484971e-25,1.7690749862798368e-22,Fib10
SFRP4,1.9097955,2.100097084173038e-23,4.2209188106241e-21,Fib10
MALAT1,1.245937,6.808139894676046e-23,1.3505758037815144e-20,Fib10
NGFR,3.6049812,3.2690110277253895e-22,6.241767931063165e-20,Fib10
SPRY1,1.1373546,3.968596148077664e-22,7.483988415047693e-20,Fib10
AQP1,1.0884672,9.537972754527673e-22,1.733929469298654e-19,Fib10
BTG2,2.1873934,1.5344624312762902e-20,2.4935014508239715e-18,Fib10
ITM2A,1.1175694,1.5681628227560047e-20,2.5214407492208393e-18,Fib10
CALM1,0.7929915,7.355435703637221e-20,1.158291550237717e-17,Fib10
ITGA6,4.843127,7.734624373350952e-20,1.205575380642202e-17,Fib10
BTG1,1.1553023,1.6353000435661977e-19,2.4731889272746206e-17,Fib10
PTN,1.3038296,3.16809831893278e-19,4.7443825315390407e-17,Fib10
STMN1,1.9207072,1.240676989052161e-18,1.8048896197877866e-16,Fib10
CCL2,2.0391173,1.3998806996323603e-18,1.9984278212041406e-16,Fib10
TMSB4X,0.48169896,2.10910065023415e-18,2.9830104104006153e-16,Fib10
CDH11,1.4179825,2.3272200049440183e-18,3.2613106032587045e-16,Fib10
IGFBP6,1.0609331,2.5448121466734825e-18,3.533818685494313e-16,Fib10
LAMB1,1.1506612,2.6413435483641152e-18,3.6348218649785457e-16,Fib10
SPON2,1.3761704,3.3898698666693868e-18,4.623237697622758e-16,Fib10
CLDN1,5.2324185,5.7371033314095175e-18,7.620369859763512e-16,Fib10
HSP90AA1,0.67384565,8.094588743049888e-18,1.0659038193973021e-15,Fib10
LTBP2,1.7874372,1.8683430897515742e-17,2.3982303105844784e-15,Fib10
DDIT4,1.9820062,2.174464216434404e-17,2.7450364385153326e-15,Fib10
CD9,0.740679,2.9524208464525195e-17,3.69657610078379e-15,Fib10
TOB1,2.1160738,3.1821495332298135e-17,3.951815782120764e-15,Fib10
ENG,1.7649249,5.093696060880789e-17,6.224496586396324e-15,Fib10
UACA,1.4198519,1.1515500362019877e-16,1.3742130314832314e-14,Fib10
LAMA2,1.0279129,1.254788024490057e-16,1.485805199541521e-14,Fib10
BRD2,1.5562495,2.027840760017635e-16,2.3645242449823947e-14,Fib10
INMT,2.1448405,2.908496970585526e-16,3.3586957289827e-14,Fib10
CNN3,1.0651451,2.924429014433382e-16,3.3586957289827e-14,Fib10
NFKBIA,1.0468631,4.0749870365867717e-16,4.6451811181987266e-14,Fib10
BHLHE40,1.8362576,7.462444669420341e-16,8.320353454408447e-14,Fib10
PPP1R15A,1.3614397,9.59928643446003e-16,1.062529712220123e-13,Fib10
FMO2,3.8492959,1.0353564072792268e-15,1.1296477943707279e-13,Fib10
KIAA1217,2.8590825,1.6091463955158683e-15,1.7188609224828591e-13,Fib10
CALD1,0.6343615,2.9157868842309397e-15,3.0929614344880276e-13,Fib10
PLEKHA4,1.792974,3.292274945653068e-15,3.4682413651621113e-13,Fib10
DNAJA1,1.1129135,5.092277698910387e-15,5.327708345949052e-13,Fib10
NR4A1,1.7925197,5.359247869159305e-15,5.568878313020978e-13,Fib10
KMT2E,1.1554005,6.678185692178917e-15,6.800619096535531e-13,Fib10
ABCA8,1.1218224,7.534030391778683e-15,7.621345313537708e-13,Fib10
SLC2A3,1.6301066,8.542665969596477e-15,8.528707365070993e-13,Fib10
TCF4,0.73210806,1.0171848427028551e-14,1.0089284722263709e-12,Fib10
HSP90AB1,0.54936796,1.2387124370855722e-14,1.2207311275149752e-12,Fib10
SERTAD1,2.1105094,1.3563773699398358e-14,1.3281195080660893e-12,Fib10
HNRNPA2B1,0.720987,1.5806247205686524e-14,1.5378371087061252e-12,Fib10
AHNAK,0.58692193,1.688928214545162e-14,1.6328087643783134e-12,Fib10
CPE,0.9247649,2.163528244939066e-14,2.0784838956883167e-12,Fib10
EIF4A2,0.9607946,3.049165801552895e-14,2.8929197278708365e-12,Fib10
DDX5,1.1794991,3.90182111044299e-14,3.679031942099794e-12,Fib10
NFE2L2,1.0556551,4.133275271803192e-14,3.873360722502684e-12,Fib10
SEMA3G,2.7577777,7.47275041484756e-14,6.96013796260954e-12,Fib10
CEBPD,1.1811082,8.071692924479011e-14,7.431116473986286e-12,Fib10
SPRY2,2.015714,8.075714138669221e-14,7.431116473986286e-12,Fib10
MEOX2,1.5680089,8.456073443113444e-14,7.734522266081309e-12,Fib10
NR4A2,2.3497634,9.731872236766824e-14,8.848473120036501e-12,Fib10
EDNRA,1.5130782,1.656332001781571e-13,1.4882630192478528e-11,Fib10
IGFBP2,2.6134417,1.8573383339342754e-13,1.659113628704448e-11,Fib10
CCNL1,1.4326743,1.8884027880811388e-13,1.6770553830197324e-11,Fib10
KANK2,0.94148713,2.2371289073688016e-13,1.9752684427779447e-11,Fib10
PPFIBP1,1.7163783,2.5764528247065486e-13,2.261799821689226e-11,Fib10
DIO2,1.35563,4.711346171233024e-13,4.0889666344082075e-11,Fib10
TSC22D1,0.9152454,5.978865857402001e-13,5.158983295730533e-11,Fib10
NR3C1,0.9873292,6.011777588478133e-13,5.158983295730533e-11,Fib10
SBSPON,4.1007485,6.670127638199566e-13,5.660344426305465e-11,Fib10
JUNB,1.0802653,2.2458007547801116e-12,1.854303055636011e-10,Fib10
SPTBN1,0.6722683,2.9727195539311577e-12,2.4282508655774565e-10,Fib10
OAF,1.1346453,3.7855526370259084e-12,3.059487647120146e-10,Fib10
CTGF,0.7867521,3.931850846090549e-12,3.161001140738586e-10,Fib10
CMKLR1,2.441522,4.004752845240364e-12,3.1860729016170086e-10,Fib10
FOXO3,1.1843365,4.059454698815794e-12,3.212858576394366e-10,Fib10
LAPTM4A,0.41075864,4.300618231943423e-12,3.386182654275041e-10,Fib10
PLSCR4,0.9857378,6.0122140136326746e-12,4.691910422136326e-10,Fib10
CLIC4,1.0890949,6.0203891504989845e-12,4.691910422136326e-10,Fib10
DNAJB1,1.0748358,1.060280899921708e-11,8.221213576804107e-10,Fib10
PDGFD,1.1834128,1.2013542536669974e-11,9.221450364202705e-10,Fib10
CYCS,1.4491676,1.4143135752961904e-11,1.0801819931324654e-09,Fib10
MAFF,2.3025153,1.9657916710140568e-11,1.4719346948401821e-09,Fib10
ANGPTL7,5.9645405,2.1854872472510626e-11,1.6205494029980574e-09,Fib10
TNS1,1.121458,2.4632177317801114e-11,1.8006821227047565e-09,Fib10
LAMC3,1.6066258,2.4637811040608453e-11,1.8006821227047565e-09,Fib10
FRZB,1.9660022,4.6996754557312213e-11,3.386204838976151e-09,Fib10
PTMS,0.8305151,5.04623191086798e-11,3.6188353257515677e-09,Fib10
ZFP36,0.94627726,5.336344299548212e-11,3.809002765214904e-09,Fib10
JUN,1.0311453,6.938812936738781e-11,4.8967274684291646e-09,Fib10
FOSB,1.3485246,6.956398433054852e-11,4.8967274684291646e-09,Fib10
EFNB1,1.9329727,1.366011788117706e-10,9.48446821068089e-09,Fib10
EGR1,0.9603508,1.4870921859090386e-10,1.0186248044735679e-08,Fib10
SON,0.7218038,1.5052261821210776e-10,1.0264433005312259e-08,Fib10
ZFP36L1,0.5544319,1.630581061668771e-10,1.1020852087163928e-08,Fib10
EBF2,3.7293725,1.8642743555035495e-10,1.2544841753443488e-08,Fib10
AMD1,1.3977622,1.915778940713615e-10,1.2834878648859855e-08,Fib10
EGR2,3.0953193,2.1319145602182987e-10,1.4158693437971527e-08,Fib10
PLK2,1.9625558,2.649812287367132e-10,1.7446501159281443e-08,Fib10
MYL9,0.6589342,2.743097843281128e-10,1.7983184358849457e-08,Fib10
EZR,1.967581,2.8861410486281487e-10,1.8840087400767084e-08,Fib10
CAV2,1.4330934,3.2992423511950767e-10,2.1445075282768e-08,Fib10
CSRNP1,2.2754076,3.6045257914255093e-10,2.3134088850430528e-08,Fib10
PTPN13,1.3457555,3.671863374137598e-10,2.346766235981247e-08,Fib10
RGCC,1.0776812,4.477951666792434e-10,2.838203805404748e-08,Fib10
RSRP1,1.1661612,4.598485445963897e-10,2.8906117360945894e-08,Fib10
PROS1,0.8643676,5.92356286747193e-10,3.6781472683184444e-08,Fib10
DAAM1,1.8974283,6.634089043300636e-10,4.1026603294096036e-08,Fib10
SOCS3,1.3657191,7.413101750320115e-10,4.565932630489506e-08,Fib10
PHLDB1,1.2575585,8.39435595210902e-10,5.1289514867386105e-08,Fib10
