gene,log fold change,p-value,adjusted p-value,cluster
LRRN3,2.5264392,3.875308711931755e-20,7.550426093719076e-19,Fib2
CALU,0.5018676,5.430089659879816e-20,1.0552750579473815e-18,Fib2
RPS25,0.10438517,5.746352802186333e-20,1.115318158238834e-18,Fib2
RPS15,0.14137213,1.75243020549309e-19,3.3335456275102058e-18,Fib2
TRIL,1.8029898,1.9131136011726384e-19,3.630162764958019e-18,Fib2
SLC40A1,1.1038129,3.161157471226663e-19,5.939321079088226e-18,Fib2
CYYR1,2.8044674,4.136302364993645e-18,7.355299025061459e-17,Fib2
DIO2,0.9134055,4.562207934134528e-18,8.065709050220477e-17,Fib2
DTX4,1.8336514,8.47595538490326e-18,1.4612891479051613e-16,Fib2
RAB31,0.8577975,1.350734188298973e-17,2.320862173933275e-16,Fib2
GLT8D2,0.7967387,2.1015147360056984e-17,3.5826604455900715e-16,Fib2
EIF4B,0.53362507,4.772216366244544e-17,8.0263367408839e-16,Fib2
PDE1A,1.9086759,7.461462775144321e-17,1.2456157802221804e-15,Fib2
A2M,0.7620893,1.1894345495755256e-16,1.9705653736188888e-15,Fib2
PTN,0.6287572,1.2817992043030285e-16,2.116700848186893e-15,Fib2
EIF3L,0.36683562,2.674020485610132e-16,4.373197314528347e-15,Fib2
LEF1,3.0113752,2.6821828568645228e-16,4.381854881134287e-15,Fib2
CALD1,0.20541725,3.8182037771942343e-16,6.184842279601477e-15,Fib2
PRRX1,0.24828045,3.9966441509263e-16,6.4670274793855114e-15,Fib2
HDLBP,0.38563746,1.1088092923823265e-15,1.7533190415258837e-14,Fib2
KANK2,0.5822467,2.6526850278571034e-15,4.101190668068548e-14,Fib2
NID1,0.634212,3.10879570839868e-15,4.782160568558896e-14,Fib2
WIPF1,0.7368213,3.207458784158595e-15,4.924013359600255e-14,Fib2
GPX7,1.1830977,5.347948998818943e-15,8.088110985837561e-14,Fib2
MYL6,0.09286918,5.7050873984790914e-15,8.619704254378648e-14,Fib2
CREB3L1,0.8037631,5.8178993381874306e-15,8.781463674981522e-14,Fib2
APOD,2.6016471,0.0,0.0,Fib3
C3,2.9362385,0.0,0.0,Fib3
MGP,1.9971126,0.0,0.0,Fib3
ADH1B,2.416777,0.0,0.0,Fib3
CFD,1.6328955,0.0,0.0,Fib3
CXCL12,1.8358262,0.0,0.0,Fib3
SERPING1,1.1868315,0.0,0.0,Fib3
PLA2G2A,3.158738,0.0,0.0,Fib3
GSN,1.4582074,0.0,0.0,Fib3
MT-ND2,0.8248163,0.0,0.0,Fib3
MT-ND1,0.89622355,0.0,0.0,Fib3
MT-CYB,0.7981043,0.0,0.0,Fib3
CFH,1.5576606,0.0,0.0,Fib3
PPP1R2,2.226714,0.0,0.0,Fib3
MT-ND4,0.83600175,0.0,0.0,Fib3
MT-ATP6,0.9116928,0.0,0.0,Fib3
EFEMP1,1.7212094,0.0,0.0,Fib3
MT-ND3,1.0483369,0.0,0.0,Fib3
TXNIP,1.2429615,0.0,0.0,Fib3
TIMP3,1.2503939,0.0,0.0,Fib3
GPX3,1.9813731,6.169472350030638e-307,3.365667505239928e-304,Fib3
CXCL14,1.0722085,1.3143539863216985e-292,6.692252380354649e-290,Fib3
MT-CO2,0.60506904,1.4508906075043406e-272,6.925735634259001e-270,Fib3
ITM2A,2.0578496,8.949090923321071e-261,4.1423443592039203e-258,Fib3
MT-CO3,0.5666039,7.01798391585273e-257,3.1529324798426604e-254,Fib3
C1S,0.8110174,1.483080013748678e-256,6.472584917146016e-254,Fib3
RPL23,0.65471286,7.127642561844562e-237,2.865124740320413e-234,Fib3
GPC3,1.58708,3.8806204785176534e-232,1.4819119452339287e-229,Fib3
PRRX1,0.97365403,2.0905561971513882e-219,7.603153788449393e-217,Fib3
NFIB,1.5151666,1.910940095636053e-213,6.788281386242025e-211,Fib3
MT-ND5,0.64097637,3.017265116841194e-204,1.0019287969510704e-201,Fib3
RPS11,0.48705363,3.3303300453371085e-197,1.0598081550525902e-194,Fib3
IGFBP3,1.8485391,6.83612074471818e-195,2.1310560076646983e-192,Fib3
SCARA5,1.2979633,1.4197109448275926e-193,4.3372169364482954e-191,Fib3
RPS20,0.45771238,1.3770511930759999e-192,4.1244033282815484e-190,Fib3
NTRK2,1.4173983,3.6362002135795876e-181,1.0285733011560779e-178,Fib3
PPL,1.6414322,1.5529045434398985e-179,4.312839436553536e-177,Fib3
RPS17,0.6308762,4.117650487278831e-178,1.1231626998782882e-175,Fib3
VIM,0.32947463,5.764835538093291e-176,1.5182390145581902e-173,Fib3
MYOC,2.973049,1.5414358240100666e-174,3.9242387019589616e-172,Fib3
CCDC80,0.7672011,1.6063931509400775e-174,4.022566455837654e-172,Fib3
RPL37,0.5012864,2.033690302091239e-157,4.779172209914411e-155,Fib3
MGST1,1.5263026,3.465122159428754e-155,7.899961341085704e-153,Fib3
PLPP3,0.78884614,2.4224991757598227e-138,4.56835492712732e-136,Fib3
MT-ND4L,0.7628154,3.3618061453067357e-129,5.769841446018021e-127,Fib3
RPLP0,0.45821217,1.3342071220628624e-128,2.239561954891233e-126,Fib3
CYBRD1,0.7196048,5.145786427446835e-123,8.02060078359698e-121,Fib3
IFITM1,0.931814,1.2147190942438353e-116,1.7671270632928175e-114,Fib3
MT-ATP8,0.8366163,3.0495239258839524e-112,4.1590605328461937e-110,Fib3
DCN,0.4321655,1.3063958894702525e-111,1.7659466558989476e-109,Fib3
CHRDL1,1.2256159,1.6274604340140476e-109,2.161692011266485e-107,Fib3
RPL37A,0.38963205,2.4217484748960962e-109,3.1889834443136093e-107,Fib3
HSPB6,1.853967,3.905039463659012e-109,5.09824596644371e-107,Fib3
CD34,1.0960503,7.334491118962443e-109,9.414651415306834e-107,Fib3
IFITM3,0.49954504,7.690006244760182e-107,9.62826601546818e-105,Fib3
RPS8,0.3134267,2.435404430409349e-105,2.952444656706572e-103,Fib3
IGFBP6,1.0565732,5.2153015665066065e-105,6.175483056464218e-103,Fib3
RPS21,0.469785,2.3132214095339433e-104,2.6972867962313728e-102,Fib3
CD81,0.5430246,1.1751897541598333e-78,1.0879408178661486e-76,Fib3
AKR1C1,1.5700747,1.2424483070190266e-76,1.1033952261462577e-74,Fib3
RPL30,0.2784415,4.662661364786423e-72,3.808671248508696e-70,Fib3
RPL38,0.34499168,3.7073870049647956e-69,2.8893028826957784e-67,Fib3
SPTBN1,0.7051396,7.074886791187088e-67,5.2974948889893515e-65,Fib3
C1R,0.48028067,6.853983914567497e-66,4.961829587441636e-64,Fib3
EPHX1,0.9200631,8.762990760155701e-66,6.313900182140487e-64,Fib3
C7,1.5198702,3.3702836050098827e-65,2.4056580404918674e-63,Fib3
LGALS3,0.3834287,9.370962356010908e-60,6.2781337714064306e-58,Fib3
RPL31,0.23834692,3.974636063279635e-57,2.4382556572930293e-55,Fib3
RPL27,0.22919682,3.24402757588266e-56,1.9663698897463345e-54,Fib3
RPS16,0.20603824,1.7966623822721301e-53,1.0202237133534121e-51,Fib3
AADAC,3.1462848,2.337180003323682e-53,1.3222379463247869e-51,Fib3
RPS13,0.19655441,7.127319757486607e-53,3.9589021562039244e-51,Fib3
TPT1,0.26793885,1.3837238440719719e-52,7.630462714151397e-51,Fib3
LHFPL6,0.6931501,8.109512543510577e-52,4.361718454300142e-50,Fib3
S100A4,0.3631135,1.9586251044310367e-48,9.809179826289863e-47,Fib3
SYVN1,0.7356638,2.2620391587037707e-48,1.129171508143794e-46,Fib3
S100A10,0.28437418,2.420581925898805e-48,1.2043774891890633e-46,Fib3
RPS24,0.2054323,1.1670463792791244e-47,5.7136645652207136e-46,Fib3
MEDAG,1.2472522,2.1681702583066044e-47,1.0547388756571141e-45,Fib3
RPL27A,0.18791196,8.472142743987277e-46,3.921575164072898e-44,Fib3
RPLP2,0.1800576,3.4167253705240825e-45,1.553288096272481e-43,Fib3
PDK4,1.437716,5.467084354767069e-45,2.4707015834043487e-43,Fib3
RPL24,0.2018858,6.225818142614595e-45,2.8052912132282575e-43,Fib3
METTL7A,0.90924555,1.1181255297998493e-44,4.993967095816578e-43,Fib3
GDF10,1.6314933,3.004789195301673e-43,1.2929057734713537e-41,Fib3
LRP1,0.5081301,1.46764637500475e-42,6.210054952409295e-41,Fib3
SFRP1,0.9058046,2.504138420255982e-42,1.053738687862538e-40,Fib3
LGALS3BP,0.79167014,9.677244446335024e-41,3.8295313191131476e-39,Fib3
RPS25,0.20512104,1.3166675117544233e-39,5.015485347144343e-38,Fib3
AC016596.1,0.82312256,1.7485011369370023e-39,6.610978927404136e-38,Fib3
CILP,1.0608063,5.1325799748509436e-39,1.916874306010958e-37,Fib3
AC127070.1,0.76193273,1.309699841134836e-37,4.652480249612702e-36,Fib3
TIMP2,0.31640765,9.607620630972124e-37,3.3429705042847197e-35,Fib3
RPL11,0.20728509,4.3355109660526564e-36,1.4815420583099403e-34,Fib3
RPS29,0.257004,5.8849470605393086e-36,1.9843833631288728e-34,Fib3
RPS15A,0.18322991,8.974097301877674e-36,2.973521394494175e-34,Fib3
RNASE4,0.8333699,2.9268391112310583e-35,9.552877654712483e-34,Fib3
ZFHX4,1.6122823,3.7783899794262703e-34,1.1949256094355338e-32,Fib3
ISLR,0.4999174,2.3689865785825305e-33,7.251757512594821e-32,Fib3
NFIA,0.6429328,1.5461083604618448e-32,4.561105330585963e-31,Fib3
PDGFRA,0.59637225,2.213933568221002e-31,6.2165138335617295e-30,Fib3
RPS14,0.18250129,2.4793630026200026e-30,6.714941465429173e-29,Fib3
RPS12,0.1718929,4.949129850994256e-30,1.3286108694892312e-28,Fib3
TGFBR2,0.7564178,8.325909377066923e-30,2.219515981408329e-28,Fib3
UBA52,0.14316832,2.550551798323861e-29,6.694102872748622e-28,Fib3
MT-CO1,0.16346261,2.820962652037394e-29,7.365846924764306e-28,Fib3
CYGB,1.1033698,5.127327238395066e-29,1.3252102126308736e-27,Fib3
IGFBP4,0.35845107,1.6682581451409404e-28,4.2050566282224196e-27,Fib3
WISP2,0.4726579,1.1579383721621595e-27,2.7986564295533207e-26,Fib3
S100A13,0.40992305,1.1815315941083733e-27,2.8511682622441394e-26,Fib3
RPLP1,0.15586707,3.489994162978397e-27,8.201486282999233e-26,Fib3
EGFR,0.8830309,1.710516344379862e-26,3.952819540151648e-25,Fib3
GNAS,0.2825348,6.950197617199305e-26,1.5681575864508034e-24,Fib3
AGTR1,1.0979304,6.963300534622693e-26,1.5687966912442718e-24,Fib3
FHL1,0.44718337,1.0127625826136888e-25,2.258386634952423e-24,Fib3
SRPX,0.5984482,5.579918199795574e-24,1.1533592760741189e-22,Fib3
LAMA4,0.5895512,7.210413176861778e-24,1.470481458966137e-22,Fib3
RPS27A,0.14520377,1.1319989389840756e-23,2.296319228815638e-22,Fib3
RARRES2,0.6862877,3.6813102246485797e-23,7.340993953199354e-22,Fib3
SVEP1,0.70570564,1.498687416992717e-22,2.8759359666537374e-21,Fib3
CCDC146,1.2073042,2.650047648720573e-22,5.016044341289561e-21,Fib3
LAMC1,0.5866061,1.5909106706632977e-21,2.917306181798544e-20,Fib3
ITM2B,0.14766313,5.543855631596186e-21,9.892803127643895e-20,Fib3
AKR1C2,0.9789008,5.898914246168531e-21,1.0501854907951551e-19,Fib3
APOC1,1.4278871,8.217239482090525e-21,1.447731638857356e-19,Fib3
IL1R1,0.88056576,1.4184373582447306e-20,2.467725586240121e-19,Fib3
TSHZ2,1.2896723,1.325192841362973e-19,2.2026464256604367e-18,Fib3
CLU,0.41554517,4.103213252479591e-19,6.576766257253489e-18,Fib3
NRP1,0.74703294,7.475529741892138e-19,1.1882280625119917e-17,Fib3
EBF1,0.9546406,9.512589575463211e-19,1.50263501308377e-17,Fib3
CD44,0.2560522,2.578763012907173e-18,3.962837527379987e-17,Fib3
MSX1,1.1306244,3.318966905979359e-18,5.0849768795220374e-17,Fib3
SPOCK1,0.70457095,3.837845253546859e-18,5.868176801594421e-17,Fib3
CHL1,1.7759923,5.247833326845388e-18,7.976184484334657e-17,Fib3
EIF4EBP2,0.7187493,9.797274621428953e-18,1.4515360799449782e-16,Fib3
RPL26,0.11892401,1.299001404289807e-17,1.913427815865651e-16,Fib3
SLC5A3,0.8139486,1.3203314816590046e-17,1.9429733508999319e-16,Fib3
SOD3,0.21287419,2.1846185673549704e-17,3.160042482608634e-16,Fib3
SGCE,0.8290249,2.3401668293193037e-17,3.381839954385276e-16,Fib3
CD248,0.45931023,2.6142627682752792e-17,3.767251300509895e-16,Fib3
NAV1,0.8922786,3.910701686284872e-17,5.577588072642523e-16,Fib3
FMO1,1.5013387,3.989651877263409e-17,5.676545082402182e-16,Fib3
IFITM2,0.24686682,9.161732195939414e-17,1.26304566148894e-15,Fib3
AHNAK,0.18403094,1.153542515894151e-16,1.5788854776239389e-15,Fib3
TOMM7,0.2277187,1.4148088721140823e-16,1.929571921566304e-15,Fib3
SLIT3,0.2719582,9.885112918150582e-16,1.2960952774656666e-14,Fib3
FBLN5,0.35628816,1.8979891924805885e-15,2.442441863112131e-14,Fib3
GGT5,0.84889734,4.520234199214138e-15,5.687526968121578e-14,Fib3
MRPS6,0.49032983,7.158415751545823e-15,8.911556691512831e-14,Fib3
RPL14,0.08965946,1.1362908563992247e-14,1.4020066907510627e-13,Fib3
LMO3,2.4240313,1.5125074066719114e-14,1.8557068784669435e-13,Fib3
SCARA3,0.8579774,1.5842184794674873e-14,1.9405163985762648e-13,Fib3
PTPRS,0.72842574,1.890667586411338e-14,2.3030261070520884e-13,Fib3
LINC01140,1.0680592,1.9436637450091825e-14,2.363810804539432e-13,Fib3
GLUL,0.36998865,1.9785367365109734e-14,2.4043077685127384e-13,Fib3
RFTN1,0.82756585,4.1468238019298574e-14,4.906485946899967e-13,Fib3
PCDH18,0.7352179,4.882619186993498e-14,5.750347577588718e-13,Fib3
RPL35,0.10285421,5.1489225183879915e-14,6.045333702411728e-13,Fib3
RPS23,0.11579976,6.979111360312453e-14,8.144073798989513e-13,Fib3
ABI3BP,0.49023232,7.747456816409421e-14,9.013130454733732e-13,Fib3
PTGIS,0.6518828,1.0904100951205544e-13,1.2532742063932632e-12,Fib3
CAV1,0.39649904,2.311298549660429e-13,2.5921501722513254e-12,Fib3
ERRFI1,1.2089072,2.9014769548650597e-13,3.230325108277244e-12,Fib3
EBF3,2.190448,3.3273774454507896e-13,3.685691840410501e-12,Fib3
IGF1,0.5519689,3.7875572659278216e-13,4.171228351625629e-12,Fib3
ABCA8,0.65242165,3.9023632351149143e-13,4.291475767917949e-12,Fib3
CD36,1.9918541,4.429265956163331e-13,4.862864844377357e-12,Fib3
A2M,0.7593119,4.921315693361732e-13,5.381037739162524e-12,Fib3
FZD4,1.5194349,5.221559251194689e-13,5.701166373266539e-12,Fib3
GALNT15,0.96762735,5.691970310573032e-13,6.188245302064275e-12,Fib3
NR2F2,0.8631496,2.0363853732420584e-12,2.133455869428837e-11,Fib3
VIT,0.9501146,2.0880819439485438e-12,2.183124688146065e-11,Fib3
FAM129A,0.81403923,2.5921774059895204e-12,2.6990804278452573e-11,Fib3
RBPMS,0.950262,6.280473717776613e-12,6.332292807857279e-11,Fib3
MXRA7,0.58711195,1.122053161369608e-11,1.1100623082850235e-10,Fib3
PIK3R1,0.5182293,1.898985583090327e-11,1.847579922401576e-10,Fib3
ZMIZ1,0.76780397,2.145418110677839e-11,2.075444055769727e-10,Fib3
ABCC9,1.0775374,2.3188795105764362e-11,2.237579565638349e-10,Fib3
RPL35A,0.0868892,2.4365817478073854e-11,2.3452291239923005e-10,Fib3
PLBD1,1.2357935,2.4636521264168122e-11,2.3682999516058406e-10,Fib3
ABCA9,1.1023606,4.2929952355176936e-11,4.0403883069952415e-10,Fib3
RPS10,0.18420495,4.4902557590083156e-11,4.215651918798526e-10,Fib3
F3,1.1065694,9.142660884499636e-11,8.352520634613154e-10,Fib3
FOXP1,1.0384777,1.1028905651745488e-10,9.986160867244359e-10,Fib3
GBP2,0.86084384,1.5428974649370498e-10,1.3806537069076413e-09,Fib3
SERPINA5,1.6378058,1.7413126128628452e-10,1.5482275996204866e-09,Fib3
SYNE3,0.95474917,1.907920829391992e-10,1.691438808413388e-09,Fib3
APOE,0.22106297,5.076827533900733e-10,4.38375017412853e-09,Fib3
NOVA1,0.8678543,5.102089290226159e-10,4.403074232101954e-09,Fib3
WNT11,1.6042963,7.459003644467835e-10,6.3580513766320414e-09,Fib3
CREG1,0.53953975,9.670865600744314e-10,8.184070473760077e-09,Fib3
SIX1,2.0354733,1.1901521757263822e-09,1.0005269391425695e-08,Fib3
SASH1,0.738314,1.7778448351521037e-09,1.478311369458268e-08,Fib3
COL4A2,0.55322653,2.6395016968944546e-09,2.1653269828175507e-08,Fib3
ALDH1A1,0.55589354,3.841621572078084e-09,3.114690526193882e-08,Fib3
CDKN1C,0.6935712,4.086466409499369e-09,3.304434854690464e-08,Fib3
SERPINF1,0.12765346,5.239390771720742e-09,4.184388475066445e-08,Fib3
NID2,0.9843121,1.0027475021397171e-08,7.839305895599573e-08,Fib3
PODN,0.41014716,1.0028153008184331e-08,7.839305895599573e-08,Fib3
SELENBP1,0.7772089,1.0689703093155426e-08,8.329292349299671e-08,Fib3
APOE,4.367961,0.0,0.0,Fib4
CXCL12,2.4760237,0.0,0.0,Fib4
IGFBP7,2.2307067,0.0,0.0,Fib4
C3,2.2896981,0.0,0.0,Fib4
PTGDS,2.554486,0.0,0.0,Fib4
HLA-B,1.3723533,0.0,0.0,Fib4
C1S,0.9195019,1.822865631638894e-251,2.1418671171757007e-248,Fib4
C7,2.9225624,3.3956578391330224e-251,3.704905249482637e-248,Fib4
CCL19,4.0039563,1.1751787100614985e-227,1.1967236530792927e-224,Fib4
IFITM3,0.8460943,9.400261073677774e-222,8.446411052966352e-219,Fib4
RPLP0,0.73473537,5.237255885340414e-192,3.9999541824287404e-189,Fib4
IGFBP3,1.9904478,8.363388854348584e-176,5.806852943189756e-173,Fib4
SERPING1,0.7512856,1.6971272792268302e-168,1.1271138778343404e-165,Fib4
HLA-A,0.85793144,2.0218765163659368e-162,1.2353665514995874e-159,Fib4
RPS8,0.5161435,1.108985555400422e-157,6.273983095830166e-155,Fib4
B2M,0.6001829,1.6645291868815914e-157,9.080601189148682e-155,Fib4
MT-CO3,0.47524622,2.0263306871737643e-156,1.0673172843648018e-153,Fib4
IFITM1,1.21504,9.8585011233175e-153,4.85769692447338e-150,Fib4
RPS27A,0.5445666,8.667472026798563e-148,4.137363600292126e-145,Fib4
MT-ND1,0.5091269,6.009810459061693e-147,2.781813780671738e-144,Fib4
APOD,1.1139902,4.1407059306709586e-139,1.7569245303055247e-136,Fib4
CCDC80,0.8333888,8.648431047746443e-138,3.570399574441268e-135,Fib4
RPL13,0.51382256,2.717614699898953e-119,9.224792120212556e-117,Fib4
CFH,0.91489285,3.165319212128927e-119,1.0510924122884643e-116,Fib4
CD74,2.0391529,4.040719062252206e-115,1.2596323199163765e-112,Fib4
RPL37,0.51782024,3.5430650018563394e-112,1.0611827039873643e-109,Fib4
MT-CO2,0.42700282,5.582481915127472e-109,1.6398540625686947e-106,Fib4
GGT5,2.0073757,7.737736918525243e-107,2.2300741779334547e-104,Fib4
RPS12,0.4545858,1.9992568099051157e-106,5.655305142833453e-104,Fib4
HLA-C,0.7410158,1.3490033683250188e-102,3.6150923598534496e-100,Fib4
RPS24,0.43428975,1.3280513777333413e-98,3.325571277848654e-96,Fib4
RPL31,0.42054325,5.018298130139918e-96,1.2363629667401167e-93,Fib4
RPS18,0.4749111,1.670925863989216e-95,3.988030089443012e-93,Fib4
TXNIP,0.814255,1.2065874458007847e-94,2.835480497631844e-92,Fib4
MT-ND2,0.37585706,1.917981770393737e-89,4.438965385267323e-87,Fib4
RPL37A,0.4419872,1.9429417204971495e-88,4.327426316386451e-86,Fib4
RPL23,0.48157045,1.954778499709755e-88,4.327426316386451e-86,Fib4
MT-ND3,0.5397455,1.7673789041053376e-87,3.8566732514584334e-85,Fib4
MT-ND4,0.4081739,2.1291209799200456e-85,4.336309729103826e-83,Fib4
RPL18,0.5238396,2.8252985522597546e-85,5.678478340232599e-83,Fib4
TNFSF13B,2.3740082,4.193300944337871e-84,8.318528821397529e-82,Fib4
RARRES2,1.3122711,6.854212502468212e-84,1.3422832817333581e-81,Fib4
RPS3,0.48267895,1.2401654638667239e-83,2.367940932570526e-81,Fib4
EFEMP1,0.8998407,2.2803136081926464e-82,4.300221032733663e-80,Fib4
CYGB,1.7877556,5.328738255190731e-80,9.8068044395227e-78,Fib4
RPL11,0.3859679,2.0356831822590985e-77,3.6582424245891447e-75,Fib4
CXCL14,0.6821711,1.5683866642916945e-69,2.632649043632487e-67,Fib4
RPL24,0.3812917,1.350048572523753e-68,2.2415208636196007e-66,Fib4
MT-CYB,0.32862878,2.52094905912161e-68,4.1405910621594185e-66,Fib4
TMEM176B,1.0779768,8.278929364931529e-68,1.3311646952560958e-65,Fib4
RPLP1,0.29491135,1.5641115595863886e-67,2.488729590904384e-65,Fib4
TMEM176A,1.2055289,2.9413438588666927e-67,4.6318584994009e-65,Fib4
MGP,0.77255815,1.6300360374284305e-66,2.4898800471719275e-64,Fib4
RPL26,0.32322446,1.6049452505824915e-65,2.3572633367930344e-63,Fib4
RPS20,0.33050367,4.629230267380293e-65,6.734427841355617e-63,Fib4
MT-ATP6,0.36938497,6.361578397201485e-65,9.167274529929499e-63,Fib4
RPL34,0.34021124,8.037940303490043e-65,1.1474723190262656e-62,Fib4
RPL32,0.38708428,2.504918285709242e-63,3.478420619473515e-61,Fib4
RPLP2,0.32153183,3.971002986841687e-63,5.4646009571177265e-61,Fib4
RPS17,0.45900133,6.537130145248933e-63,8.915594907917629e-61,Fib4
MT-CO1,0.28789312,1.064587053427295e-58,1.322078637487962e-56,Fib4
RPL35,0.36714107,8.086353463361183e-57,9.881523932227365e-55,Fib4
NRP1,1.1618834,2.0663029281199585e-56,2.485258049372627e-54,Fib4
RPS6,0.32700637,8.946262961237267e-56,1.0676106776007755e-53,Fib4
RPL38,0.42855436,1.7879961924274488e-55,2.100895526102252e-53,Fib4
CST3,0.4734574,7.350689554455628e-55,8.571128469031277e-53,Fib4
RPS11,0.33679435,4.302885941028248e-54,4.904968861881081e-52,Fib4
RPS13,0.31174293,4.4292887729858945e-54,5.011658222767373e-52,Fib4
RPS23,0.3090117,8.021022449443154e-53,9.008905729062072e-51,Fib4
RPS4X,0.3232132,8.718249849237745e-53,9.720530397599019e-51,Fib4
RPL12,0.36912844,1.1849275585250857e-52,1.3115774243819338e-50,Fib4
RACK1,0.3190785,6.873322310036103e-52,7.553237286748308e-50,Fib4
C1R,0.4775659,2.0096125234133602e-50,2.1770802336978066e-48,Fib4
COL4A2,1.1866771,8.546927828401447e-50,9.129672907610636e-48,Fib4
RPS19,0.42387888,1.4591523228575659e-49,1.547816092475647e-47,Fib4
APOC1,2.1255476,4.359818015355132e-49,4.59284277134825e-47,Fib4
IL33,2.189865,5.855456250969234e-49,6.126170837914729e-47,Fib4
RPS15A,0.3262913,1.0244648020654776e-48,1.0645374048673585e-46,Fib4
SPARCL1,0.830713,5.8294228418724866e-46,5.70797653266681e-44,Fib4
RPS21,0.3982476,1.598128935063446e-45,1.5450265495629203e-43,Fib4
RPL10A,0.3521377,1.883653146244288e-45,1.809610176659214e-43,Fib4
RPL19,0.283453,1.90603341769377e-45,1.819666278454521e-43,Fib4
NFIB,0.81709135,7.492658664674706e-44,7.02149454619056e-42,Fib4
RPS2,0.3997294,1.1052350548224495e-43,1.0231797249947222e-41,Fib4
CTSH,1.4237019,7.706875852531131e-43,7.007293371869823e-41,Fib4
STMN2,1.32349,9.066290386157791e-43,8.19453169518108e-41,Fib4
RPS16,0.2939807,4.7644540478079693e-42,4.231222998852717e-40,Fib4
CD81,0.45419422,2.2293757890448523e-41,1.957110067681616e-39,Fib4
RPS14,0.26469162,3.8174406819418467e-41,3.332080366666384e-39,Fib4
IFITM2,0.49801746,4.0593626083523745e-41,3.523111581964916e-39,Fib4
FAU,0.32756603,7.420684305450949e-41,6.332455461774483e-39,Fib4
RPS29,0.38067,7.810394952886185e-41,6.627987939185358e-39,Fib4
VIM,0.20077144,1.5916470790120143e-40,1.3358466555993692e-38,Fib4
RPS5,0.32561862,3.0833557318998525e-40,2.5736753445229644e-38,Fib4
RPL28,0.3208129,1.6367241953367246e-39,1.3441377464391649e-37,Fib4
LAMB1,0.91332644,1.2076188494683853e-38,9.657789489858421e-37,Fib4
RBP5,3.4569468,5.899739327163796e-38,4.645284444454999e-36,Fib4
EPHX1,0.77288395,8.842367875538262e-38,6.891182107084028e-36,Fib4
RPL27A,0.24204463,1.356226317336312e-37,1.0462806564299072e-35,Fib4
RPS25,0.25311393,5.296449207143038e-37,3.9853823467541825e-35,Fib4
RPL30,0.24403973,2.3694294554603e-36,1.7484557938239654e-34,Fib4
RPS15,0.31694838,5.945175702827387e-35,4.263500415994758e-33,Fib4
RPL14,0.25571197,2.040971673701876e-33,1.42355444364366e-31,Fib4
TMEM150C,2.432354,7.620876496016097e-33,5.243643625074139e-31,Fib4
MT-ND5,0.3189154,9.059531323637067e-33,6.205575828186377e-31,Fib4
NFIA,0.6907173,1.7052718551544373e-32,1.1628583744412513e-30,Fib4
TNFSF10,1.0723243,3.0416015247931787e-32,2.0649094796095913e-30,Fib4
ABCA8,0.9695991,3.0835900599145156e-32,2.0841521312032843e-30,Fib4
RPL5,0.25317702,2.227512802593214e-31,1.4356648970300145e-29,Fib4
NOP53,0.5127955,6.898898545471557e-31,4.3366533037892195e-29,Fib4
COL4A1,0.9612922,1.3184992564135533e-30,8.120998444240736e-29,Fib4
RPS9,0.3471525,2.045020593621937e-30,1.2495075827030035e-28,Fib4
RPL35A,0.2398514,3.398050671977616e-30,2.051589881994391e-28,Fib4
CTSC,1.207108,6.574325839824855e-30,3.9075030040204147e-28,Fib4
SNED1,1.1279866,8.459774295840828e-30,4.989307041272921e-28,Fib4
TPT1,0.27536586,9.092308617757355e-30,5.341731312932446e-28,Fib4
PPP1R2,0.7027868,1.1725339319002834e-29,6.836051835792683e-28,Fib4
RPL27,0.23298457,2.753056039808319e-29,1.5869030569083798e-27,Fib4
PRRX1,0.4092282,2.2968504357239214e-28,1.2994218668771444e-26,Fib4
HLA-E,0.43051237,6.559436477492728e-27,3.5656723200605485e-25,Fib4
IL11RA,0.8974949,1.1645662087396444e-26,6.2857769747342995e-25,Fib4
KCTD12,0.8956871,6.819599773529393e-26,3.592047811746947e-24,Fib4
HLA-F,1.5091951,4.524095001891721e-25,2.2958654868404e-23,Fib4
LAMA4,0.6219969,7.433329384565531e-25,3.710591710759427e-23,Fib4
COL15A1,0.7318699,2.0303237214227552e-24,9.940126552798907e-23,Fib4
RPL29,0.2641179,1.8646058300242002e-23,8.900579391756142e-22,Fib4
RPL4,0.20926845,8.432555527972183e-23,3.951143732815187e-21,Fib4
FMO1,1.7615387,9.874667531438564e-22,4.516034327626469e-20,Fib4
MT-ND4L,0.3368883,1.396819676939949e-20,6.061483115130035e-19,Fib4
ADH1B,0.46584395,2.0024567366412953e-20,8.640544252032709e-19,Fib4
NACA,0.20019145,2.3455896285909936e-20,1.0092642697669698e-18,Fib4
VCAN,0.40054953,3.673213664772688e-20,1.5629063712925573e-18,Fib4
RPL7A,0.2557136,2.5934365219190316e-19,1.0677828267469868e-17,Fib4
LGALS3BP,0.5841839,9.690880017951038e-19,3.885254390399005e-17,Fib4
S100A13,0.38869062,1.8216088373665147e-18,7.152975576034322e-17,Fib4
CCDC146,1.0358179,1.2114394782726442e-17,4.649431665983578e-16,Fib4
RPL23A,0.22044888,1.3524317088506862e-17,5.177542444284269e-16,Fib4
SCN4B,3.6191652,2.0940831813862746e-17,7.917604107840431e-16,Fib4
