"","gene","log.fold.change","p.value","adjusted.p.value","cluster","adjusted.p.value_minus_log10"
"5719","RPS24",-1.1332663,0,1.13225859916835e-307,"Fib1",306.946054372295
"5720","RPL13",-1.1624963,0,1.13225859916835e-307,"Fib1",306.946054372295
"5721","F2R",-2.233383,0,1.13225859916835e-307,"Fib1",306.946054372295
"5722","COL15A1",-2.6784763,0,1.13225859916835e-307,"Fib1",306.946054372295
"5723","TNMD",-3.3942685,0,1.13225859916835e-307,"Fib1",306.946054372295
"5724","RPS23",-1.2298619,0,1.13225859916835e-307,"Fib1",306.946054372295
"5725","RPL34",-1.1345159,0,1.13225859916835e-307,"Fib1",306.946054372295
"5726","RPL31",-1.1226295,0,1.13225859916835e-307,"Fib1",306.946054372295
"5727","SPON1",-2.9298065,0,1.13225859916835e-307,"Fib1",306.946054372295
"5728","F2RL2",-3.725028,0,1.13225859916835e-307,"Fib1",306.946054372295
"5729","COL11A1",-6.1841574,0,1.13225859916835e-307,"Fib1",306.946054372295
"5730","TNN",-7.056352,0,1.13225859916835e-307,"Fib1",306.946054372295
"5731","EDNRA",-6.0861945,0,1.13225859916835e-307,"Fib1",306.946054372295
"5732","POSTN",-3.4746215,0,1.13225859916835e-307,"Fib1",306.946054372295
