"","gene","log.fold.change","p.value","adjusted.p.value","cluster","adjusted.p.value_minus_log10"
"641","CTSD",0.7577702,2.40217002261249e-38,3.75954375977518e-37,"Fib1",36.424864855773
"642","OLFML2B",0.876779,2.63829455205873e-38,4.11644017187917e-37,"Fib1",36.3854781922193
"643","CAP2",2.8238378,5.2352142091902e-38,8.1103343859412e-37,"Fib1",36.0909612396267
"644","C16orf45",0.985187,4.35987371459147e-38,6.77488006005948e-37,"Fib1",36.1690983889724
"645","FAM210B",0.9127414,4.3896225851056e-38,6.81417530360651e-37,"Fib1",36.1665866978287
"646","DAD1",0.6026993,4.79218842033099e-38,7.43154092594476e-37,"Fib1",36.128921126179
"647","MAOB",2.4961066,7.39399484254189e-38,1.14199465338552e-36,"Fib1",35.9423359293744
"648","ZFHX4",1.3300886,6.48607364627252e-38,1.00379711192313e-36,"Fib1",35.9983540581834
"649","FTO",0.9435469,7.87837455540888e-38,1.21557748822092e-36,"Fib1",35.9152173513956
"650","GXYLT2",1.1971867,8.70447141948765e-38,1.34033065456324e-36,"Fib1",35.8727880495921
"651","SIPA1L2",1.8623859,9.89301909444922e-38,1.52181134609982e-36,"Fib1",35.8176391822737
"652","MAN1C1",1.4123502,1.00913467749444e-37,1.55075776647159e-36,"Fib1",35.8094560351333
"653","KCNK2",3.2145197,1.19868785766915e-37,1.83466503265494e-36,"Fib1",35.7364432162887
"654","GRK5",2.0920706,1.09434307342498e-37,1.68000909010719e-36,"Fib1",35.7746883684094
"655","CTSS",1.2425835,1.33844373735359e-37,2.04651932813574e-36,"Fib1",35.688984149351
"656","FMNL1",2.155175,2.7487933752223e-37,4.19040107849508e-36,"Fib1",35.3777444071433
"657","TPPP3",1.6325145,2.75825767166829e-37,4.20063668342304e-36,"Fib1",35.3766848793303
"658","LAMA3",3.3959656,3.25684385270536e-37,4.94515803678672e-36,"Fib1",35.3058198247124
"659","NPR1",4.2053027,3.67746976787229e-37,5.57828706099794e-36,"Fib1",35.2534991405182
"660","SERPINB6",1.0750906,3.19533514933517e-37,4.85659148319351e-36,"Fib1",35.3136684260836
"661","ZMAT3",1.1820536,3.97946562353146e-37,6.02441401381993e-36,"Fib1",35.2200851899051
"662","ZMIZ1",0.96264076,4.41167332979497e-37,6.67210991214042e-36,"Fib1",35.1757368080174
"663","DAG1",1.110587,5.54322417224387e-37,8.3751482918917e-36,"Fib1",35.0770074945263
"664","MAPT",2.5128655,7.29154579794912e-37,1.09840593751157e-35,"Fib1",34.9592371281552
"665","CDK2AP1",0.78757864,6.72394753354165e-37,1.01390225641509e-35,"Fib1",34.9940039104323
"666","CMBL",1.1418389,7.4846403348724e-37,1.12638306517415e-35,"Fib1",34.948313887638
"667","ISM1",1.1544043,1.14380370621264e-36,1.71795492747277e-35,"Fib1",34.7649882345715
"668","SMIM14",0.91760904,1.25372076190923e-36,1.88119691926951e-35,"Fib1",34.725565741145
"669","ARHGDIA",0.72298044,1.26397193157734e-36,1.89471749311519e-35,"Fib1",34.7224555352091
"670","TRAF3IP2",1.3764927,1.43120526881214e-36,2.14120083066655e-35,"Fib1",34.6693425968065
"671","NQO1",2.4494905,1.78845353227802e-36,2.67044259096254e-35,"Fib1",34.5734167540349
"672","CUTC",1.2901317,1.86986129112047e-36,2.78927062713528e-35,"Fib1",34.5545093465552
"673","IRX1",1.7216965,2.43853274763397e-36,3.63046663938683e-35,"Fib1",34.440037549651
"674","P4HA2",1.0494283,3.56320376903482e-36,5.2945464564209e-35,"Fib1",34.2761712366726
"675","XBP1",0.7067681,3.99256679058397e-36,5.92676945832558e-35,"Fib1",34.2271819657801
"676","NFE2L2",0.78767127,5.96852152357599e-36,8.85137536627411e-35,"Fib1",34.0529892414407
"677","ADAMTS2",0.80422467,7.17798503718139e-36,1.06346965512071e-34,"Fib1",33.9732748976763
"678","MCUB",0.968683,7.92556035970541e-36,1.1730904505281e-34,"Fib1",33.9306685005436
"679","FAM69A",1.7760934,9.06013066797719e-36,1.33713522660243e-34,"Fib1",33.8738246696284
"680","ST3GAL5",1.2978158,9.02673340223434e-36,1.33349470714825e-34,"Fib1",33.8750087037543
"681","TUBB6",0.6592372,9.51290565140505e-36,1.4026026431005e-34,"Fib1",33.8530653470408
"682","NFE2L1",1.0211757,1.04757939643584e-35,1.54308344074806e-34,"Fib1",33.8116105892469
"683","ADI1",0.93739736,1.48400756293558e-35,2.18383579227754e-34,"Fib1",33.6607800203578
"684","PTPRA",0.83620554,5.45109215811194e-35,7.99860064506819e-34,"Fib1",33.0969859861685
"685","TPRG1L",1.0677788,5.69042817926328e-35,8.34177451422712e-34,"Fib1",33.0787415537075
"686","GSTM3",0.7331623,6.5067610270278e-35,9.52018914634575e-34,"Fib1",33.0213544230023
"687","BSG",0.66489685,6.88358002834112e-35,1.00618837256374e-33,"Fib1",32.9973207056553
"688","SLC2A10",1.1900337,7.25430769194914e-35,1.05936472270099e-33,"Fib1",32.9749544933519
"689","GLIPR2",0.95855975,9.11294179311419e-35,1.32824604856698e-33,"Fib1",32.87672146741
"690","CTSB",0.7065435,1.11915716447797e-34,1.62655810536641e-33,"Fib1",32.7887304178483
"691","ITGBL1",0.6128264,1.19569081741739e-34,1.73613852053714e-33,"Fib1",32.7604156269102
"692","ORAI3",1.3712708,1.47336841714934e-34,2.13526589866757e-33,"Fib1",32.6705480357988
"693","ARHGAP32",1.6660973,1.94443799121069e-34,2.81528818158704e-33,"Fib1",32.5504771428136
"694","LSAMP",2.1243362,2.65381540105208e-34,3.82064375599156e-33,"Fib1",32.417863454858
"695","HAS2",1.4172546,3.05637769868487e-34,4.39606114382405e-33,"Fib1",32.3569362757024
"696","CYSTM1",0.86771333,3.60614023037139e-34,5.18191834608871e-33,"Fib1",32.2855094346776
"697","GSTP1",0.52147144,3.98197895337171e-34,5.71660982262716e-33,"Fib1",32.2428614487972
"698","TNFRSF11B",3.5185444,5.15027303351076e-34,7.37304785256578e-33,"Fib1",32.1323529474291
"699","SNX33",1.3450042,4.72001007360775e-34,6.76342906888915e-33,"Fib1",32.1698330602547
"700","AMOTL2",1.0879201,5.39519974100692e-34,7.71644906777908e-33,"Fib1",32.1125825060173
"701","PLEKHF1",1.5725371,8.16658419873699e-34,1.16583713678231e-32,"Fib1",31.933362114703
"702","SPATA18",2.175346,1.1466171225268e-33,1.63382243904822e-32,"Fib1",31.7867951436002
"703","IRX3",1.8101069,1.80612135554182e-33,2.56398733326221e-32,"Fib1",31.5910841246711
"704","UBE2D4",1.024185,2.24628985445322e-33,3.18293854608283e-32,"Fib1",31.4971717463475
"705","GNG12",0.70109534,2.67632668441918e-33,3.7852676022688e-32,"Fib1",31.4219034123117
"706","GUCY1A2",3.1149042,4.95097531621764e-33,6.9765819146886e-32,"Fib1",31.156357302187
"707","PLBD1",1.4900589,4.32236489625753e-33,6.10204471260017e-32,"Fib1",31.2145246143986
"708","ASPH",0.6953554,4.40940632220047e-33,6.21917650707407e-32,"Fib1",31.2062671172562
"709","ARHGAP21",0.7748817,5.05547873935146e-33,7.11727536807315e-32,"Fib1",31.1476862309525
"710","STS",1.7436345,5.54718040561251e-33,7.80231866443196e-32,"Fib1",31.107776316088
"711","PYGL",1.6292661,6.00903809514605e-33,8.43640228891139e-32,"Fib1",31.0738427191544
"712","COMT",0.82746965,6.8079166723011e-33,9.54921277955917e-32,"Fib1",31.02003242942
"713","ARL4C",1.5732788,7.24147678806961e-33,1.01387312500241e-31,"Fib1",30.9940163887491
"714","SLC25A4",1.8474939,7.63279031768619e-33,1.06670514275075e-31,"Fib1",30.9719556111032
"715","ACAA2",0.8585236,7.38261327478215e-33,1.03268697593679e-31,"Fib1",30.9860313001888
"716","MT-ND1",0.25320086,9.41669593708211e-33,1.31240903685154e-31,"Fib1",30.8819307878553
"717","P4HB",0.54064596,9.34084301125811e-33,1.30302627394491e-31,"Fib1",30.8850468271775
"718","IFITM3",0.42947835,1.06280355909648e-32,1.47988371606187e-31,"Fib1",30.8297724085623
"719","KIAA0930",0.80908835,1.1150999668261e-32,1.55128888827583e-31,"Fib1",30.8093073183042
"720","BACE2",0.9329281,1.16216470988278e-32,1.6152926245186e-31,"Fib1",30.7917487899263
"721","GLG1",0.6641407,1.61090717750437e-32,2.23696428512539e-31,"Fib1",30.6503409496972
"722","TRIM8",0.81756234,5.14492937289181e-32,7.11210825076221e-31,"Fib1",30.1480016417523
"723","SDC2",0.60374963,5.47046979693818e-32,7.55528265354708e-31,"Fib1",30.1217492834653
"724","BNC2",3.0058246,6.640994220665e-32,9.15534176179223e-31,"Fib1",30.0383254391842
"725","ATP1A1",0.92731446,7.22151203601033e-32,9.94667234896824e-31,"Fib1",30.0023221878167
"726","CPB1",3.0978572,8.70872685600863e-32,1.19305652668638e-30,"Fib1",29.9233389790904
"727","RAB29",1.5955936,7.84956548028433e-32,1.07825640927467e-30,"Fib1",29.9672779516802
"728","BNIP3",1.2862573,7.82567628646032e-32,1.07691175924037e-30,"Fib1",29.9678198807735
"729","PTPRS",0.8611962,7.84934745617735e-32,1.07825640927467e-30,"Fib1",29.9672779516802
"730","AIG1",1.3663254,8.33226348391147e-32,1.14353391479558e-30,"Fib1",29.9417509506111
"731","MAP7D3",0.9865918,8.43047493078507e-32,1.15597400868709e-30,"Fib1",29.9370519306306
"732","INMT",1.6655148,9.25351966015229e-32,1.26655477427264e-30,"Fib1",29.8973760236784
"733","CCDC50",0.89779365,1.06822733052979e-31,1.46080326533953e-30,"Fib1",29.8354082690285
"734","HIVEP2",1.3824173,1.26151948897705e-31,1.72204738106563e-30,"Fib1",29.7639549033747
"735","RAI2",0.86844134,1.58964670676596e-31,2.16608862139608e-30,"Fib1",29.6643237790145
"736","TGOLN2",0.67627954,1.6627076476657e-31,2.26362382514203e-30,"Fib1",29.6451957436671
"737","SHE",3.6769893,2.31634648517337e-31,3.14788190044691e-30,"Fib1",29.501981569498
"738","LMO3",3.2824535,3.02668601379201e-31,4.1095670098376e-30,"Fib1",29.3862039336335
"739","ARHGAP1",0.81110114,3.42751287735305e-31,4.64966777989058e-30,"Fib1",29.332578076468
"740","ADCY2",1.693567,4.19732969323039e-31,5.68388395958282e-30,"Fib1",29.2453547970759
"741","CDC42BPB",1.0668212,4.15958021565793e-31,5.63776289211844e-30,"Fib1",29.2488931932409
"742","ZBTB16",1.5206718,5.94659703533214e-31,8.03843094820339e-30,"Fib1",29.0948287145648
"743","MX2",1.5745991,6.36755797832335e-31,8.59986278681601e-30,"Fib1",29.0655084779895
"744","GTF2H5",0.75459063,7.4989293656376e-31,1.01099864130728e-29,"Fib1",28.995249428062
"745","COX7A1",0.7073784,7.70025351191778e-31,1.03631165105325e-29,"Fib1",28.9845096191285
"746","PIK3R1",0.6439171,8.33037400470269e-31,1.11914215410584e-29,"Fib1",28.951114745623
"747","TMEM246",3.225664,1.12491061147191e-30,1.50728154300294e-29,"Fib1",28.8218056188517
"748","PDK4",1.0236958,1.05084282233978e-30,1.40927340748377e-29,"Fib1",28.8510047429853
"749","FLII",1.0346397,1.33633099058068e-30,1.78899700973881e-29,"Fib1",28.7473903853438
"750","ENPP5",3.1512182,1.75904572684531e-30,2.35283918367444e-29,"Fib1",28.6284077557945
"751","SELENOS",0.75385994,2.00235400384091e-30,2.67359767558303e-29,"Fib1",28.5729039450247
"752","WNT11",2.3974245,2.71060660510759e-30,3.60980958090833e-29,"Fib1",28.4425157067209
"753","C1QTNF2",1.1060305,2.76880140741247e-30,3.68409769148305e-29,"Fib1",28.4336688621045
"754","WNT16",3.6846082,3.36136095160713e-30,4.46865000311566e-29,"Fib1",28.3498236591387
"755","PPM1L",1.8524746,3.88130961224569e-30,5.1553916806133e-29,"Fib1",28.2877383336264
"756","IDS",0.7919991,4.27956948886212e-30,5.67944604190868e-29,"Fib1",28.2456940221542
"757","FSTL3",1.051263,4.62401664369583e-30,6.13123734656717e-29,"Fib1",28.2124518715568
"758","ZDHHC7",1.0518748,4.91381217617457e-30,6.50984223686614e-29,"Fib1",28.1864295362381
"759","SLCO3A1",1.3643597,5.49611216210272e-30,7.2686678161142e-29,"Fib1",28.1385451782917
"760","TLN1",0.6521012,5.72256611941073e-30,7.56160877802758e-29,"Fib1",28.121385795889
"761","SAV1",0.9101403,6.46185052753014e-30,8.51637332252138e-29,"Fib1",28.0697453091457
"762","ABHD14A",1.0637528,8.35720058040079e-30,1.09859069591757e-28,"Fib1",27.9591640833856
"763","TMX4",0.7566335,8.62423274443279e-30,1.13271844515229e-28,"Fib1",27.9458780273939
"764","GABARAP",0.5273041,1.14047462894118e-29,1.49534334395506e-28,"Fib1",27.8252590780653
"765","ELANE",1.6905911,1.55259094101959e-29,2.03046460822553e-28,"Fib1",27.6924045760268
"766","TMED4",0.77369905,1.61695319834501e-29,2.11282806712746e-28,"Fib1",27.6751358425293
"767","IL1R1",0.9261514,1.6501868352269e-29,2.15441059043512e-28,"Fib1",27.6666715247301
"768","FOXN3",0.74747324,2.88837310576928e-29,3.76449651797148e-28,"Fib1",27.4242931002304
"769","NOSTRIN",2.592497,5.31108965092246e-29,6.9044165461992e-28,"Fib1",27.1608730153434
"770","APOL3",1.2754377,6.31209530083468e-29,8.19874623471512e-28,"Fib1",27.0862525555402
"771","PDGFC",1.8691436,6.6267163291417e-29,8.60009277210191e-28,"Fib1",27.0654968638501
"772","GDF15",2.999098,7.37380171273247e-29,9.54532382728716e-28,"Fib1",27.0202093334811
"773","CD68",1.1563141,6.67355031995984e-29,8.6535213189632e-28,"Fib1",27.0628071320495
"774","GLT8D1",0.70501614,6.80439154132485e-29,8.81569811651714e-28,"Fib1",27.0547432901547
"775","LSP1",0.8005375,1.20396618125833e-28,1.55194796782456e-27,"Fib1",26.8091228434293
"776","TFDP2",0.77878225,1.28791087877423e-28,1.65735793372169e-27,"Fib1",26.7805836884104
"777","RAC1",0.4790383,1.51893630303601e-28,1.95300943003999e-27,"Fib1",26.7092956597309
"778","KCNK15-AS1",3.7863014,1.83551782964975e-28,2.35214218522651e-27,"Fib1",26.6285364290275
"779","HEBP2",0.78594416,1.73345717984568e-28,2.22696033827946e-27,"Fib1",26.6522875175954
"780","RAMP2",1.0286704,1.81846744346886e-28,2.33224938698463e-27,"Fib1",26.6322250124034
"781","PSMB1",0.5302816,1.80890079018165e-28,2.32192937563233e-27,"Fib1",26.634150994003
"782","SDHA",0.8716019,2.30602329175942e-28,2.94765738758369e-27,"Fib1",26.5305229968404
"783","SRGAP1",1.4327585,2.39492855296399e-28,3.05874027144858e-27,"Fib1",26.5144573989439
"784","FAM126A",1.1234779,2.93382118970222e-28,3.74074446349762e-27,"Fib1",26.42704195817
"785","H6PD",0.86711025,3.0483967954068e-28,3.88359141366462e-27,"Fib1",26.4107664677766
"786","EBF1",0.92648506,3.18284204490685e-28,4.05149268632935e-27,"Fib1",26.3923849407356
"787","IRX6",3.3567646,4.0020548041873e-28,5.07735773537882e-27,"Fib1",26.2943622364324
"788","GNAI2",0.5266149,3.57900851280725e-28,4.54819925400422e-27,"Fib1",26.342160517375
"789","ARL1",0.68545187,3.94551036912102e-28,5.00978145372598e-27,"Fib1",26.3001812193445
"790","SRI",0.6471636,4.41047912932944e-28,5.59087707058151e-27,"Fib1",26.252520056687
"791","KIF1B",1.0531007,4.66351859859439e-28,5.9067368651351e-27,"Fib1",26.2286523757759
"792","CGREF1",2.8872397,5.337233270655e-28,6.74327859464476e-27,"Fib1",26.171128897328
"793","A4GALT",1.2136042,4.91836016737012e-28,6.22435389863948e-27,"Fib1",26.2059057225966
"794","LAMB2",0.55716515,5.37508606519433e-28,6.78549087982177e-27,"Fib1",26.1684187288905
"795","CASP4",0.89324534,7.06849226561854e-28,8.90851644862403e-27,"Fib1",26.0501946137882
"796","BIN1",0.8474013,7.4068743135841e-28,9.32728814014816e-27,"Fib1",26.030244606732
"797","DKK1",1.6725453,8.06463857764912e-28,1.014722852336e-26,"Fib1",25.9936525588709
"798","DOCK9",1.6886175,8.22822798222352e-28,1.03360347391829e-26,"Fib1",25.9856460396924
"799","EFS",0.9285641,8.95835356749025e-28,1.12352713651084e-26,"Fib1",25.949416433619
"800","PLPBP",0.8940635,1.14172806323338e-27,1.42949968572868e-26,"Fib1",25.8448159357844
"801","CDKN1A",0.8762472,1.16594829865211e-27,1.45862901407952e-26,"Fib1",25.8360551519897
"802","FLNB",0.95951605,1.20177174832304e-27,1.50221468540381e-26,"Fib1",25.8232679967436
"803","PEA15",0.6291216,1.23881186537946e-27,1.54724867078261e-26,"Fib1",25.8104398817307
"804","AFF3",1.9478197,1.35540607693752e-27,1.69148920140691e-26,"Fib1",25.7717307704355
"805","ATP9A",1.3228707,1.38868158694445e-27,1.73160091759808e-26,"Fib1",25.7615521927205
"806","ZBTB7A",1.0239071,1.49751067656816e-27,1.86578104278782e-26,"Fib1",25.7291393238738
"807","PHKG1",1.304816,1.95696291002726e-27,2.43029336997288e-26,"Fib1",25.6143412978955
"808","CABLES1",2.3937128,2.09627831386901e-27,2.59697090384016e-26,"Fib1",25.5855329161283
"809","ANG",1.0284387,1.99063568431908e-27,2.47010236214248e-26,"Fib1",25.6072850490106
"810","PCBD1",0.7618793,2.01284848495265e-27,2.49563803633537e-26,"Fib1",25.602818403854
"811","ANPEP",0.7338431,2.40153127552396e-27,2.972722061072e-26,"Fib1",25.5268456938847
"812","APPL2",0.8743334,2.47555688979346e-27,3.06187299527086e-26,"Fib1",25.5140128275492
"813","TMEM50A",0.56248647,2.65714568057979e-27,3.27850567615964e-26,"Fib1",25.4843240600918
"814","MAOA",2.6907477,2.92974491431844e-27,3.60902044888824e-26,"Fib1",25.4426106571995
"815","CD164",0.5730953,2.80867925160879e-27,3.46267760842004e-26,"Fib1",25.4605879414283
"816","PKN1",1.245181,2.99060873371197e-27,3.68102726893234e-26,"Fib1",25.4340309653018
"817","SEC22C",0.95792353,3.29706465920065e-27,4.05496478818759e-26,"Fib1",25.3920129126889
"818","SLC17A7",1.9605788,3.5633019390677e-27,4.37887667894281e-26,"Fib1",25.3586372855475
"819","SLC31A2",1.7848601,3.69856066291585e-27,4.54144004228615e-26,"Fib1",25.3428064151487
"820","SERPINB1",0.89275837,3.76856222493463e-27,4.6236777498696e-26,"Fib1",25.33501244196
"821","ITGA2",3.1249201,4.64649657701016e-27,5.67801881710641e-26,"Fib1",25.2458031725442
"822","RAB3IL1",1.0910989,4.51555284451668e-27,5.52684853365322e-26,"Fib1",25.2575224373361
"823","IRF2BP2",0.7159227,4.58629813098118e-27,5.60894347083567e-26,"Fib1",25.251118936961
"824","FAM3B",4.7101846,5.91978935454594e-27,7.21090768665784e-26,"Fib1",25.1420100641994
"825","TMEM237",1.0853106,6.67523461601373e-27,8.11171111850515e-26,"Fib1",25.090887524218
"826","AES",0.55180633,6.65939743428232e-27,8.09890890196357e-26,"Fib1",25.0915734860318
"827","CPED1",1.1870879,8.2171043892092e-27,9.96160869406115e-26,"Fib1",25.001670521964
"828","KLF13",0.7704662,8.17985180687993e-27,9.93221274643012e-26,"Fib1",25.0029539864986
"829","UBXN6",0.80980974,8.21605618448642e-27,9.96160869406115e-26,"Fib1",25.001670521964
"830","FHL2",1.4428134,8.44323616860378e-27,1.02276314413499e-25,"Fib1",24.9902249304181
"831","NUCB1",0.58918613,9.10927404236023e-27,1.10256862913671e-25,"Fib1",24.9575943684563
"832","RFX2",1.7669001,1.03446802822567e-26,1.24913036609858e-25,"Fib1",24.9033922339055
"833","OS9",0.5173181,1.16462865158738e-26,1.40408071452227e-25,"Fib1",24.8526079257788
"834","STK32B",2.7355947,1.40135443788681e-26,1.68814582324298e-25,"Fib1",24.7725900414222
"835","KLF2",0.9829736,1.79006730633697e-26,2.14625416831219e-25,"Fib1",24.6683188483723
"836","CARD6",1.942181,1.92620973379605e-26,2.30767479872429e-25,"Fib1",24.6368253926872
"837","HSPA5",0.49403706,1.99172254950069e-26,2.38429168837171e-25,"Fib1",24.6226406151645
"838","WASF3",1.73433,2.06828475843825e-26,2.47400545694161e-25,"Fib1",24.6065993467776
"839","IL6R",1.8661301,2.49285969967941e-26,2.97487749317211e-25,"Fib1",24.5265309140144
"840","PKDCC",2.3619282,2.64080945632715e-26,3.14897458590142e-25,"Fib1",24.5018308443642
"841","BAG2",1.0886328,2.74400139626256e-26,3.26947124242673e-25,"Fib1",24.4855224782463
"842","DNASE1L3",4.2216554,3.73036183993581e-26,4.42744965850967e-25,"Fib1",24.3538463681742
"843","DHCR24",1.551886,3.35911339342202e-26,3.99925620300245e-25,"Fib1",24.3980207729142
"844","STOM",0.5292925,3.55299006480191e-26,4.2234959719727e-25,"Fib1",24.3743279156759
"845","ABCA9",1.2864319,4.91424193819875e-26,5.81899578340976e-25,"Fib1",24.2351519575071
"846","TMEM140",1.8450179,5.62759458082218e-26,6.65336743204789e-25,"Fib1",24.1769584919899
"847","TCN2",1.2422284,5.77369966503825e-26,6.82082462362407e-25,"Fib1",24.1661631168626
"848","OAT",0.6627687,6.14740155477898e-26,7.25668923873639e-25,"Fib1",24.1392614747952
"849","COL4A4",3.1114962,7.16791334855906e-26,8.454816710366e-25,"Fib1",24.0728958029142
"850","BAG3",0.95733404,7.81628254509495e-26,9.20537516394182e-25,"Fib1",24.0359585071807
"851","SNX2",0.7607357,8.14239561828934e-26,9.58205647683896e-25,"Fib1",24.0185412737297
"852","DDX24",0.6193326,8.17484602650426e-26,9.61283857235201e-25,"Fib1",24.0171483507
"853","ACOX1",1.0471138,8.57437973300699e-26,1.00748961862832e-24,"Fib1",23.9967594202198
"854","TMBIM4",0.5601707,8.60963403058723e-26,1.01085441827225e-24,"Fib1",23.9953113863414
"855","BHMT2",1.8809425,9.10804979240264e-26,1.06773185402111e-24,"Fib1",23.9715378006227
"856","TLR3",1.9298546,9.14506444701694e-26,1.07124892199527e-24,"Fib1",23.9701096021019
"857","BTD",1.3808451,1.18611648475663e-25,1.38834707315383e-24,"Fib1",23.8575019509466
"858","OGDH",1.4388144,1.27744923879259e-25,1.49410697722488e-24,"Fib1",23.8256183061651
"859","TMSB10",0.3229847,1.37743363276097e-25,1.60858553061344e-24,"Fib1",23.7935558421379
"860","CLIC2",0.961609,1.3614704720885e-25,1.59116001998101e-24,"Fib1",23.798286141975
"861","HMCN2",3.8568513,1.54531937482586e-25,1.80051513733524e-24,"Fib1",23.7446032230661
"862","ZDHHC2",2.1913595,1.64851916369979e-25,1.91929346231055e-24,"Fib1",23.7168586160316
"863","NSMCE1",0.88104165,1.67561683026662e-25,1.94935621342899e-24,"Fib1",23.7101087933138
"864","DYNLL1",0.44445458,1.91980711027684e-25,2.23173923968636e-24,"Fib1",23.6513565504966
"865","HIBADH",0.94781494,2.18668418040057e-25,2.54004569244249e-24,"Fib1",23.5951584708615
"866","NCSTN",0.8927882,2.85712025300285e-25,3.3137822220667e-24,"Fib1",23.4796760363097
"867","LINC01315",1.7124196,4.38672839930967e-25,5.07246603326686e-24,"Fib1",23.2947808524492
"868","STK24",0.61212844,4.63708467826622e-25,5.35385249134668e-24,"Fib1",23.2713335986098
"869","ALKAL2",2.0972888,5.40415905842058e-25,6.23007770697165e-24,"Fib1",23.2055065364069
"870","CYP4V2",1.3105638,5.2837919083665e-25,6.0959155136177e-24,"Fib1",23.2149610607341
"871","CDA",4.966478,6.10781352557972e-25,7.02007912740633e-24,"Fib1",23.1536579926562
"872","ADD1",0.5909969,5.64200810373491e-25,6.48958386931858e-24,"Fib1",23.1877831505113
"873","FAM149A",1.7927438,6.31316191024743e-25,7.23432469460087e-24,"Fib1",23.1406020029135
"874","SOD1",0.46478045,6.16153187133221e-25,7.07649619057139e-24,"Fib1",23.1501817227844
"875","CFL2",0.91899645,6.20796418772998e-25,7.1244667894497e-24,"Fib1",23.1472476336444
"876","CERS2",0.63659805,6.25135277930764e-25,7.16887490269701e-24,"Fib1",23.144548998013
"877","PFKP",1.041789,6.7245141824484e-25,7.69415386793253e-24,"Fib1",23.1138391329076
"878","KRTCAP2",0.4944176,8.42803460042733e-25,9.62888769794521e-24,"Fib1",23.0164238784564
"879","FBXL18",0.79827553,9.03647751868621e-25,1.03086029946178e-23,"Fib1",22.9868001856221
"880","CCDC107",0.92564356,1.06945655570589e-24,1.21819156513106e-23,"Fib1",22.9142844119186
"881","DDB2",1.1340452,1.16409526451331e-24,1.32401751045724e-23,"Fib1",22.878106271207
"882","NQO2",0.85457796,1.24909750803202e-24,1.41964021095157e-23,"Fib1",22.8478217078684
"883","ZNF385D",1.3944395,1.32639993328097e-24,1.50525698223379e-23,"Fib1",22.8223893496125
"884","VWC2",4.1636167,1.50833400804146e-24,1.70791712178156e-23,"Fib1",22.7675332076671
"885","ACOT9",0.8816394,1.33315346833044e-24,1.51179801252765e-23,"Fib1",22.8205062299357
"886","TRAM1",0.53783333,1.35505513074936e-24,1.53549459363476e-23,"Fib1",22.8137517083376
"887","ACTR3",0.62733114,1.5335994939103e-24,1.73523942736887e-23,"Fib1",22.7606405930281
"888","TNKS1BP1",0.8367214,1.5680865622806e-24,1.77294761205301e-23,"Fib1",22.7513040969611
"889","ENO1",0.46462375,1.68617883992411e-24,1.90505782395272e-23,"Fib1",22.7200918377089
"890","SDC4",1.2402719,1.83486550899847e-24,2.06998306129628e-23,"Fib1",22.6840332083671
"891","KAT2B",1.3333123,1.92279923504963e-24,2.16758363951167e-23,"Fib1",22.6640241356153
"892","ALDH1A3",2.5634043,2.21853168240729e-24,2.49912031333122e-23,"Fib1",22.6022128354469
"893","TUFT1",2.5271525,2.32963102130571e-24,2.62233705603867e-23,"Fib1",22.5813114880197
"894","FAM117A",1.8694227,2.45610415007021e-24,2.76063214807376e-23,"Fib1",22.5589914588823
"895","LDHA",0.421345,2.38692372778459e-24,2.68484977480925e-23,"Fib1",22.57108000933
"896","PHACTR1",1.6304066,3.33307688926669e-24,3.74358452084917e-23,"Fib1",22.4267123571335
"897","TM7SF3",1.0348985,3.33931088583897e-24,3.74783054968334e-23,"Fib1",22.4262200530567
"898","CD58",1.3270795,3.40755755033477e-24,3.82161832462288e-23,"Fib1",22.4177526892819
"899","SELENBP1",0.88548714,3.63562441044619e-24,4.07141956521742e-23,"Fib1",22.3902541406887
"900","TBX5-AS1",1.2601644,4.74123823422192e-24,5.29790885352888e-23,"Fib1",22.275895517679
"901","PLAU",1.5261496,4.92057802383233e-24,5.49428576857009e-23,"Fib1",22.2600887558209
"902","EIF4G1",0.82579374,5.89498098959478e-24,6.57748974551207e-23,"Fib1",22.1819398203188
"903","TLR4",2.21323,6.48228967045053e-24,7.22751640263736e-23,"Fib1",22.1410109140375
"904","PDLIM5",0.70757556,6.80691562398078e-24,7.58392678018282e-23,"Fib1",22.1201058685914
"905","MAP1B",0.45421752,7.24343657860177e-24,8.06439458732814e-23,"Fib1",22.0934282305381
"906","PRCP",0.63598686,9.46665182241391e-24,1.05089466996637e-22,"Fib1",21.9784408106556
"907","SCAMP2",0.8386949,1.14745046926519e-23,1.27286172244196e-22,"Fib1",21.8952187734416
"908","PTPN13",0.82680434,1.26864892206714e-23,1.40526557538619e-22,"Fib1",21.8522415924668
"909","ABLIM3",3.2331312,1.4926932902151e-23,1.65104199913365e-22,"Fib1",21.7822418790328
"910","CDV3",0.68382394,1.46841285843705e-23,1.62536278352361e-22,"Fib1",21.7890496886556
"911","SETD7",0.72010124,1.56098561719447e-23,1.72532961668926e-22,"Fib1",21.7631279225998
"912","RABGEF1",1.0296706,1.80047214228332e-23,1.98859088744597e-22,"Fib1",21.7014545550354
"913","PSMA4",0.5329716,2.11592294596065e-23,2.33194249635995e-22,"Fib1",21.6322821630989
"914","CDC42",0.5270161,2.36412630115034e-23,2.60360701154084e-22,"Fib1",21.584424567569
"915","XPNPEP2",0.813387,2.40643247405944e-23,2.64828934014827e-22,"Fib1",21.5770345675839
